카페프레임,서울,"""애견동반 가능. 와플 맛있음... 가격대 좀 높은편. 공부하기 좋은 책상."""
카페피어라,충남,"""가족과함께 애견동반으로 태안여행을 마치고 올라오는길에 들렀습니다."""
카페하녹,전남,"""애견동반가능 .운치있고 마음이 편해진다"""
카페호나,제주,"""제주애견동반카페인데 정원도 잘되어있고 조용하고 분위기 좋아요."""
카페홀리,인천,"""반려견 동반 되서 좋았어요~ 카페 깨끗하고 예뻐요~~추천합니다"""
커피와일드,경기,"""애견동반이 가능하고 퍼푸치노도 있어서 좋았어요."""
컨사이스,대전,"""게다가 애견동반도 가능하다"""
코랄커피,충남,"""야외카페는 애견동반도 가능하고 분위기 괜찮네요."""
태시트 TACIT,강원,"""고성 바닷가 앞 분위기 좋은 아담한 애견 동반이 가능한 카페!"""
텐빌리언,대구,"""애견동반 한옥카페라 특이하고 좋았어요!수풀레도 넘 맛났구요~~"""
트레블브레이크커피,충남,"""애견동반카페라서 너무너무 좋음!"""
트리팜,대구,"""애견동반가능 카페로 야외에 좌석이 여러군데 있고 아기자기 좋습니다."""
파인트리팜,경북,"""애견동반가능 카페로 야외에 좌석이 여러군데 있고 아기자기 좋습니다."""
팔랑개비,전북,"""애견동반 가능한 카페라 우리강아지도 함께 방문했습니다."""
퍼피커피,서울,"""퍼피커피는 구로구민회관 뒷편에 있는 애견동반카페입니다."""
페리토,경남,"""카페 분위기가 좋네요 3층 애견 동반 카페자리도 되게 좋았습니다!"""
페이지38,경북,"""분위기좋네요 애견동반카페네요"""
페이지38,경북,"""애견동반카페라 좋았어요."""
포니테일,서울,"""바닐라 라떼가 맛있는 애견동반 카페 겸 애견용품 판매점입니다."""
포즈카페,경북,"""아 여기는 유치원 개조한 곳인데 애견동반으로도 좋쿤요"""
풍세커피,충남,"""음료가 다소 비싸게 느껴지긴 하는데, 반려견과 동반도 가능해 더욱 좋습니다."""
풍차,대전,"""식장산 밑에 위치한 곳인데 애견동반 하시는분들께 추천합니다."""
프로다카페,경북,"""애견동반 가능해서인지 멍멍이들 데리고 많이 오시더라구요."""
프리어,광주,"""손님도 많은데 애견동반 가능하게 해주신 사장님 흥하세요!"""
플레이스엉물,제주,"""애견 동반까지 가능하고 분위기도 너무 좋아요"""
피노카페,충남,"""반려견 동반 가능이라해서 기대하고 갔으나 실외에서만 가능."""
피플스커피,대구,"""사람이 많이 없을땐 애견동반(목줄착용)도 가능하다고 사장님이 얘기하네요."""
헤이더그린,서울,"""강아지 동반가능카페 넓고 주중엔 여유로움"""
헬로우씨카페,강원,"""애견동반 가능한 카페예요"""
홀드더도어,서울,"""애견동반이라 애기들 데려가셔도 됩니다.사장님도 친절하시네요"""
홍담,충남,"""넘 좋아여 애견동반도 되요 넘 좋아요"""
희소식,인천,"""애견동반 방문하기 좋음."""
히든블루,울산,"""힐링하기 너무좋아요 애견은 목줄하고 동반됩니다 직원분들도 친절해요"""
