혼자두면장판뜯어서차린개카페,서울,서울특별시 관악구 봉천동 959-2 3층,0507-1400-3058,애견전용,"콜라, 사이다, 웰치스(포도.딸기) 11,000 | 환타(파인애플, 오렌지) 11,000 | 칸타타, 고티카 11,000 | 페리에 12,000 | 아리조나 그린티, 라즈베리, 레몬 12,000 | 럭시암바질씨드, 코코넛 12,000 | 로리나 오렌지에이드 13,000 | 로리나 핑크레몬에이드 13,000 | 사과주스, 사과탄산주스 13,000","매일 11:00~22:00 카페 연중무휴 | 매일 08:30~22:00 운동장.호텔,유치원,수영장,애견미용,훈련",http://애견카페.kr,"우리집 댕댕이들이 뛰어놀 수 있는 청결하고 냄새안나는 곳을 만들기 위해 애견까페를 열었습니다.
대형견도 편하게 목욕할 수 있는 하이드로바스와 대형 드라이룸.에어탱크를 구비.

매일 물청소와 소독.

서울에서 대형 수영장.

뚜벅이족을 위한 호텔.유치원 무료픽업 서비스.

댕댕이들을 위한 공간을 만들기 위해 노력했습니다.

서비스 : 주차.호텔.하이드로바스.셀프목욕.애견미용.유치원.대형수영장
010-2400-9999로 연락주시면 친절히 상담해드리겠습니다",https://ldb-phinf.pstatic.net/20180928_117/1538138692992UPLMU_JPEG/amBkC5axAr0RHvYejzB-BBk9.jpg,37.48515224,126.9356839
,,,,,,,,,,,
강아지똥 애견카페,서울,서울특별시 강남구 논현동 170,0507-1301-3595,애견전용,"아메리카노+입장료 9,000",매일 10:00~23:00 | 주말 10:00~24:00,https://blog.naver.com/mungmung8844,"안녕하세요.
서울 강남구 논현동 논현초등학교에 바로 맞은편에 위치한 애견카페 , 애견호텔 강아지똥입니다.
바로 앞에 공용주차장이 있어서 고객님들의 편안한 주차 가능하십니다 :-)
커피 드실 수 있는 공간 및 흡연실이 따로 마련되어 있습니다.
넓은 애견호텔은 cctv 녹화가 24시간 되고 있어서
안심하고 애기들을 맡겨 놓으실 수 있으세요~
가족분들의 편안한 소통공간을 위해 노력하겠습니다 ^^

* 프불,보테,웰시,진도,시바견 및 10kg이상의 아이들은 입장불가합니다. 이외 중형견은 문의부탁드립니다.",https://ldb-phinf.pstatic.net/20220731_130/1659247782237mTUNv_JPEG/1659247408084.jpg,37.50833194,127.0272192
,,,,,,,,,,,
도그존,서울,서울특별시 송파구 잠실동 204-8 번지  2층,0507-1398-0310,애견전용,"입장료 8,000",매일 12:00~21:00 | 화요일 휴무 공휴일정상영업,,"애견카페,애견호텔,애견용품,데이캐어,애견 놀이터, 고양이카페 등을 이용할수 있는 공간입니다",https://ldb-phinf.pstatic.net/20200421_37/1587398052495Mp52d_JPEG/hBk2YYIHOeYADeFJFBFXScUd.jpg,37.50912732,127.0831903
,,,,,,,,,,,
구름뜬하늘,서울,서울특별시 마포구 서교동 339-5,,애견전용,"아메리카노(입장료포함) 11,000 | 카페라떼(입장료포함) 11,500 | 바닐라라떼(입장료포함) 12,000 | 카페모카(입장료포함) 12,000 | 카라멜 마끼아또(입장료포함) 12,000","평일 11:00~22:00 | 공휴일 11:00~22:00 | 화요일 휴무 (매달 두번쨰, 네번째 화요일)",http://www.instagram.com/youngsoo0319,"대형견카페(알래스칸말라뮤트, 올드잉글리쉬쉽독, 코카스파니엘, 골든두들, 푸들
보더콜리, 웰시코기, 슈나우저, 레드말라뮤트, 사모예드, 버니즈마운틴독,비숑) 등
다양한견종이 한곳에 모여있는 곳",https://ldb-phinf.pstatic.net/20170818_267/1503020160781AoD3z_JPEG/sWrykMgOW4xNMLN1pJ1Ygtcs.jpg,37.55413595,126.9270643
,,,,,,,,,,,
봉브라더스,서울,서울특별시 강남구 논현동 181-12 2층,0507-1426-0889,애견전용,"애견카페 10,000 | 애견놀이방 4,000 | 애견호텔 40,000 | 애견미용 변동가격(업주문의) | 애견용품및의류 변동가격(업주문의) | 반려견 픽업서비스 변동가격(업주문의)",매일 10:00~24:00 연중무휴,http://www.instagram.com/bongbrothers89,"*강남 논현동에 위치한 최고의 시설을 갖춘 애견카페 봉브라더스입니다.
*애견놀이방/애견호텔/애견미용/일부용품 및 간식이 마련되어있습니다.
*픽업서비스 애견월놀이방/호텔/미용
*주자 가능합니다.
*넓은 테라스 흡연실도 완비되어 있습니다.
*맛있고 다양한 커피와 음료, 간단한 식사도 준비되어 있습니다.
*10kg미만 중소형견만 입장 가능합니다.<일부중형견 입장불가 견종있으니 문의바랍니다>",https://ldb-phinf.pstatic.net/20200131_147/1580453418029Jk2fS_JPEG/z1vuZ83HNMj75U-lwfdlfyn_.jpg,37.50734962,127.0262621
,,,,,,,,,,,
두젠틀,서울,서울특별시 강남구 역삼동 667-10 지하1층 두젠틀,,애견전용,"아메리카노 10,000",매일 10:00~21:00 위탁 | 매일 12:00~21:00 카페,http://www.dogentle.com,"두젠틀은 최고의 청결과 최고의 공조시설을 겸비한 100평 규모의 종합 반려견 복합시설입니다.
카페, 모임, 유치원, 호텔, 미용, 용품 등 반려견을 위한 모든 것들이 준비되어 있습니다.
반려견과 함께 행복한 시간을 보낼 수 있도록 노력하는 두젠틀이 되겠습니다.",https://ldb-phinf.pstatic.net/20180810_90/1533885093342HErY2_JPEG/OKjCR3YPe4jePyGV_SoU6z1A.jpeg.jpg,37.50420081,127.0360744
,,,,,,,,,,,
써니네애견카페,서울,서울특별시 마포구 동교동 169-29 3층,,애견전용,입장료(음료포함) 변동가격(업주문의) | 호텔 및 유치원 (문의요망) 변동가격(업주문의),"매일 13:00~22:00 카페 | 매일 11:00~22:00 유치원, 호텔 | 목요일 13:00~19:00 미용",http://www.instagram.com/sunnyne_in_korea,"홍대 써니네 애견카페는 2004년 애견샵으로 시작하여, 2007년 애견카페로 정식 오픈 하였습니다.
애견카페, 애견미용, 애견호텔 등 애견에 관한 다양한 서비스를 제공하고 있습니다 : )

1. 애견카페
- 애견이 마음껏 뛰어 놀 수 있는 넓은 공간이 있습니다.
- 애견이 없어도 써니네 아이들과 즐거운 시간을 보낼 수 있습니다~
- 간식은 따로 판매나 제공하지 않습니다. 아이들을 예뻐해 주시면 금새 친해질 수 있습니다!

2. 애견미용 (목요일) - 전화문의주세요.
- 소형견, 중형견, 가위커트, 부분미용, 쇼트, 커트 서비스를 제공합니다.
- 10년 이상 경력 자랑하는 미용사의 전문적인 미용 서비스를 제공합니다.

3. 애견목욕

4. 애견호텔 서비스
- 소형견, 중형견, 대형견, 개별방 이용하며, 호텔 냉,난방시설이 있습니다.
- 호텔이용시 저희 아이들이 먹는 안심할 수 있는 최고급 사료를 제공합니다.",https://ldb-phinf.pstatic.net/20200607_93/1591530945187yIT9W_JPEG/lFR6Y2njYsVN8hhColO45trT.jpg,37.55671885,126.9254942
,,,,,,,,,,,
OMW애견카페,서울,서울특별시 강서구 화곡동 107-13,0507-1336-6778,애견전용,"아메리카노(입장료포함) 6,500 | 카페라떼(Hot) 7,000 | 카페라떼(Ice) 7,500 | 바닐라라떼(Hot) 7,000 | 바닐라라떼(Ice) 7,500 | 달고나라떼(Ice) 7,500",화요일 12:00~21:00 | 토요일 12:00~21:00 | 금요일 12:00~21:00 | 목요일 12:00~21:00 | 수요일 12:00~21:00 | 일요일 12:00~21:00 | 월요일 휴무 홈캠핑&바베큐파티 대관,https://instagram.com/omw_family,"OMW dog's Cafe는
[On My Way] 어원에서 만들어진 '산책 또는 가던 도중에 편하게 들릴 수 있는 공간'입니다!

OMW dog's Cafe의 마스코트 '장자매(장만옥,장백지)' 와 여러 댕댕이들의 소중하고 즐거운 공간이 되고자 직접 시공하고 인테리어하여 만들어진 소중한 장소입니다!

카페,유치원(DayCare),호텔,셀프스파

시설을 이용하실 수 있는 복합시설입니다.

방문문의, 유치원 및 호텔 상담, 셀프스파이용, 등 자세한 사항은 편하게 연락주시면 답변드리겠습니다.
문의 및 상담 010-3663-6778
방문주시는 모든 댕댕이들과 보호자분들께 소중한 추억이 되는 장소가 되고자 노력하겠습니다!
---------------------------------------
반려견들과 함께 즐기는 홈캠핑!
다양한 캠핑 장비와 함께
도심 속에서 즐기는 바베큐 파티!

자세한 카페 대관 문의 010-3663-6778
---------------------------------------
감사합니다!",https://ldb-phinf.pstatic.net/20210418_260/1618750917684lTBhx_JPEG/BnmERhbx-VIomnU-o0hiJnIu.jpeg.jpg,37.54200949,126.8426132
,,,,,,,,,,,
카페 어질리티,서울,서울특별시 강동구 성내동 428-5,0507-1333-1355,애견전용,. 변동가격(업주문의),월요일 휴무 | 금요일 12:00~19:00 | 목요일 12:00~19:00 | 수요일 12:00~19:00 | 화요일 휴무 | 일요일 12:00~19:00 | 토요일 12:00~19:00,https://www.instagram.com/lee_agility_preschool,"이지훈어질리티스쿨 강동센터입니다.
교육회원,유치원회원,제휴클럽만 이용가능합니다.",https://ldb-phinf.pstatic.net/20220125_203/1643073477909CJ66y_PNG/1605082765515-1.png,37.52739866,127.1355523
,,,,,,,,,,,
도니바니애견카페,서울,서울특별시 노원구 상계동 595 2층,0507-1472-1456,애견전용,"입장료 (음료포함) 7,000 | 강아지 호텔링 변동가격(업주문의)",매일 11:00~21:00 카페 이용시간 | 매일 10:00~21:00 유치원/호텔 이용시간,https://blog.naver.com/peekadogcafe,"<3 소형견 애견카페
강아지를 사랑하는 마음에서 시작한 카페입니다. 강아지를 사랑하시는 모든 분들을 환영합니다:)

<3 강아지 유치원/호텔링
직장생활, 각종 약속 등으로 집에 혼자 있을 강아지가 걱정되는 분들을 위해 준비된 강아지 유치원, 호텔링입니다. 물론 친구들과 함께 신나게 놀면서 강아지의 사회성을 길러주고 싶으신 분들 또한 모두 환영합니다 :) 믿고 맡겨주신다면 저희 집 강아지처럼 최선을 다해 돌보겠습니다. (언제든지 상담 가능합니다!)",https://ldb-phinf.pstatic.net/20210506_171/1620279599250VvOpm_JPEG/P2d0IElfzB_dXEByTQotvgXM.jpg,37.65664683,127.0630195
,,,,,,,,,,,
독특하개,서울,서울특별시 관악구 신림동 1438-13,,애견전용,"아메리카노 9,000 | 라떼 9,500 | 에이드 10,000 | 프라페 10,500 | 스무디 11,000",평일 14:00~24:00 | 공휴일 14:00~24:00,http://cafe.naver.com/unique6dogs,"평화를 사랑하는 신림동 반려견 카페 독특하개
카페 이용시간 : 매일 14:00 ~ 24:00시 까지 카페 운영을 하고 있습니다.
유치원 및 호텔 이용시간은  7:00~24:00 까지 이용 가능합니다.
다 함께 좋은 공간을 만들려고 노력하며 좋은 추억 만들어갈수 있었으면 좋겠습니다.",https://ldb-phinf.pstatic.net/20170620_188/1497908209943PkloX_JPEG/186570466669814_0.jpeg,37.48688177,126.9261915
,,,,,,,,,,,
다독인더시티,서울,서울특별시 강남구 역삼동 608-23,0507-1414-9650,애견전용,"음료(입장료포함) 10,000~15,000","매일 10:00~23:00 금, 토 23:00까지",http://www.dadogg.com/,"(주)다독인더씨티는 반려견을 위한 공간을 새롭게 번역하고 디자인하여, 현재 운영중인 여타 동종업체와는 전혀 차원이 다른 솔루션을 제공하는 다중복합문화시설입니다. 강남구 역삼동 소재 3개층 단독건물 전관의 공간을 활용하여 반려견미용시설 및 셀프목욕시설과 각종 용품을 판매하는 매장이 입점할 예정이며, 반려견동반카페 및 입점하는 업체의 제품을 홍보할 수 있는 별도의 쇼룸이 준비되어져 있습니다. 이밖에 반려견의 기초교육을 돕는 유치원시설과 24시간 상주인력이 보살피는 호텔시설이 있습니다.",https://ldb-phinf.pstatic.net/20180307_102/15204084693615CAzp_JPEG/drzPT4kmG3TGo87f8B_qUVBh.jpg,37.50458082,127.0340633
,,,,,,,,,,,
입양뜰,서울,서울특별시 관악구 신림동 613-13,,애견전용,,,,,,37.47340496,126.9194887
,,,,,,,,,,,
멍멍벅스,서울,서울특별시 마포구 서교동 366-29 1층,0507-1357-3440,애견전용,"카페 변동가격(업주문의) | 애견호텔 변동가격(업주문의) | 애견놀이방 변동가격(업주문의) | 멍멍식당 변동가격(업주문의) | 소형견(1~6kg) 5,000 | 중형견(7~14kg) 6,000 | 대형견(15kg이상) 7,000",매일 10:30~21:00 오후 8시 주문 마감 / 연중무휴,http://instagram.com/m.m.bucks,"도심 속 반려견 운동장이 있는 홍대 멍멍벅스입니다.

1F: 운동장, 놀이터
2F: 호텔, 놀이터, 미용실, 테라스
3F: 멍멍식당 (예약제 전용 테라스)

인싸 멍멍이들 모두 모여라!! 이곳이 바로 멍세권!! 멍멍벅스!!",https://ldb-phinf.pstatic.net/20210427_59/16194987612710pjFw_JPEG/_3SrnVSOeMYSNeDgxjfulcS8.jpg,37.55208739,126.9206895
,,,,,,,,,,,
동건s애견카페,서울,서울특별시 서초구 방배동 778-20 대흥빌딩 a동 2층,,애견전용,,,https://www.instagram.com/donggeons.dogcafe,,https://ldb-phinf.pstatic.net/20150901_124/1441061262681rAtks_JPEG/166158604039241_0.jpeg,37.49318215,126.9862094
,,,,,,,,,,,
킨더독,서울,서울특별시 송파구 잠실동 336-8 뜨레피움 지하1층,,애견전용,"아메리카노 9,000 | 토마토소스 파스타 12,000 | 크림소스 파스타 12,000 | 떡볶이 12,000 | 볶음밥 10,000",매일 09:00~21:00 유치원 9:00-21:00 | 매일 12:00~21:00 카페 10:00-21:00,http://instagram.com/cafe.kinderdog,"< 호텔/유치원 안내 >

* 운영시간 9:00~22:00
* 호텔 투숙시 낮동안 자유롭게 돌아다니면서 놀고, 밤에는 개별 침구에서 잡니다.
* 알러지, 슬개골위험, 복용하는 약, 기타 특이사항들을 알려주시면 맞춤으로 돌봅니다.
* 선생님들이 지속적으로 아이들을 챙기면서 적응을 도와줍니다.
* 아이의 소식은 카톡으로 실시간으로 전달해드립니다.
* 공격성, 부상위험 등 아이의 특이성에 따라서 위탁이 제한될 수 있습니다

< 입장안내 >

 * 10kg 이하의 소형견까지 입장 가능합니다
 * 실내 장애물이 많은 편입니다. 에너지가 넘치는 친구들의 경우 부상의 위험으로 보호자님의 지속적인 주의가 필요합니다.
 * 불독,진돗개,시바견 및 위 종의 믹스, 맹견류는 입장이 제한됩니다
 * 애견을 동반하지 않은 어린이(13세이하)는 입장할 수 없습니다. 또한 애견동반시에도 13세이하의 경우 보호자가 함께 해야합니다.
 * 상주견이 없는 카페입니다. 매장 내 아이들은 가족이 있는 친구들로 위험이나 방해가 되는 행동들은 제한되며 퇴장을 요구할 수도 있습니다.",https://ldb-phinf.pstatic.net/20200109_122/1578559767278tGCsg_JPEG/hCRy84CjlWCrGg9DSCmJjlBs.jpeg.jpg,37.50389161,127.0872725
,,,,,,,,,,,
카페멍 목동점,서울,서울특별시 양천구 목동 406-271,,애견전용,"초등학생 5,000 | 입장료 (성인) 7,000 | 입장료 (학생) 6,000 | 반려견 입장시 무료 (매너밸트시) 1,000 | 음료 2~3,000",매일 12:00~22:00 카페멍 이용시간 | 매일 07:00~22:00 유치원 이용시간 | 매일 00:00~24:00 호텔링 이용시간,https://blog.naver.com/limpscm,"-안녕하세요 카페멍입니다^^-
2월 3일자 이후 유치원생은 카페이용 불가합니다(예비 초1도 불가 입학 후 이용가능)
초등학생부터 이용가능하시지만 초등학생은 보호자 동반 필수입니다
양해 바랍니다
.저희는 애견 유치원,애견 호텔링(24시 상주케어),애견카페,목욕서비스 이용가능합니다~
.반려견 동반입장 가능하시며 반려견 없이도 이용 가능합니다. 초등학생 친구들은 보호자와 같이 이용 바랍니다.
.유치원이나 호텔,카페 이용 시 강아지친구들은 종합백신,",https://ldb-phinf.pstatic.net/20211212_243/1639308751751z8up2_JPEG/P20211204_204544302_1F384384-E272-49B2-9BE7-FC8793AF7CC6.JPG,37.52525735,126.8754275
,,,,,,,,,,,
커멍커멍,서울,서울특별시 강서구 마곡동 794-1,0507-1435-5949,애견전용,,평일 07:30~21:00 카페 마감 20:30 / 유치원 마감 21:00 | 주말 10:00~21:00 카페 마감 20:30 / 유치원 마감 21:00 | 공휴일 10:00~21:00 카페 마감 20:30 / 유치원 마감 21:00,http://instagram.com/come_mung_official,"""강서구 내 최초 미끄럼 방지 반려견 실내 놀이터""
(반려견 동반 아니여도 입장 가능합니다.이용수칙 지킴 필수! 동의 후 입장가능)//대형견 입장불가

#당일유치원 #월간유치원 #호텔링 #미끄럼방지 #쓸개골문제없음 #픽업서비스 #카페 #애견동반 #실내놀이터 

반려견을 사랑하는 사람은 누구든지 입장 가능합니다.",https://ldb-phinf.pstatic.net/20210304_68/1614866699851McdCU_JPEG/HfqJyrUZK7vBGCzWH8jYAAWK.jpeg.jpg,37.56007386,126.8382816
,,,,,,,,,,,
왓더독,서울,서울특별시 강서구 마곡동 776-2 대방디엠시티 1차 B동 219호,0507-1303-0219,애견전용,"아메리카노 5,000",평일 07:30~19:30 | 주말 10:00~19:00 | 공휴일 휴무 추석연휴 9월18일~22일까지 휴무,http://www.instagram.com/what_the_dok,"젊은 감각과 부지런함. 애견을 위한 착한 마음.
애견과 견주 모두를 위한 착한 브랜드. 우리는 왓더독입니다.

왓더독은 매장 바닥 전체에 강아지전용 수입재 신형 논슬립장판 설치로 아이들이 안전하고 편히 뛰어 놀 수 있습니다. :)

왓더독은 소형,중형견까지 입장 가능하며 대형견은 입장 불가 입니다. (중형견은 견종 및 사이즈에 따라 입장이 제한 될 수 있습니다.)

왓더독은 매장의 안정적인 운영을 위해 초등학생 이하 어린이의 입장을 제한합니다. (단, 반려견 동반 시 입장 가능)",https://ldb-phinf.pstatic.net/20220216_103/1645014970031FAhlb_JPEG/B1085AB6-5930-4934-93D0-8F9FF40BF92D.jpeg,37.56830062,126.8402972
,,,,,,,,,,,
똥강아지카페,서울,서울특별시 중랑구 면목동 1502-2 6층 601호,0507-1430-0722,애견전용,"강아지입장료 3,000","평일 12:00~20:00 | 주말 11:00~20:00 | 월요일 휴무 매주 월요일 휴무 (공휴일,대체 공휴일인 월요일은 쉬지 않습니다)",http://www.instagram.com/tohari__i,"* 상주견이 없습니다
* 노키즈존입니다 (13세 미만)
* 강아지가 없어도 입장가능하십니다
* 이용요금- 강아지입장료 3,000원, 사람입장료는 없는 대신 1인 1메뉴 지켜주세요
* 여자,남자 강아지 모두 매너벨트(기저귀) 착용해야합니다 (중성화수술과 무관)
* 주차는 바로 옆 용마폭포공원 공영주차장을 이용해주세요 (10분/200원)",https://ldb-phinf.pstatic.net/20200904_251/1599200292795u6aG2_JPEG/qd54Nzutdvdr_EYukqiQFpav.jpg,37.57522691,127.0884979
,,,,,,,,,,,
개상전 애견카페,서울,서울특별시 은평구 대조동 14-27 3층,,애견전용,"아메리카노 6,500 | 카페라떼 7,000 | 카페모카 7,000 | 프라페(모카,모카칩,쿠앤크,초코) 7,000 | 그린티 라떼 7,000 | 과일 스무디(딸기,망고,블루베리) 6,500 | 요거트 스무디(딸기,사과,블루베리) 7,000 | 복숭아 아이스티 5,000 | 쵸코(핫,아이스) 6,000 | 레몬,체리,자몽,오렌지 에이드 6,500 | 애견호텔(1박2일) 20,000 | 애견유치원(1시간) 1,500",평일 11:00~22:00 | 주말 12:00~22:00,https://instagram.com/gaesangjeon?utm_source=ig_profile_share&igshid=p7pa7v4n8y9z,"6호선/3호선 불광역 6번출구 애견카페&애견호텔&애견유치원 개상전&은평구애견카페
애견동반입장&애견없이도 편안히 커피,음료 즐길수있어요.",https://ldb-phinf.pstatic.net/20211124_119/1637696800857KOy28_JPEG/1637599054540-2.jpg,37.61020707,126.9292168
,,,,,,,,,,,
전설의강아지,서울,서울특별시 강남구 논현동 265-23,,애견전용,,매일 08:30~21:30,https://www.instagram.com/junsuldog_official,"안녕하세요
전설의 강아지입니다.

전설의 강아지는 반려견 Total Care Service 시설로서,
애견유치원 / 애견놀이방 / 애견호텔 / 애견미용 / 애견동반카페 서비스를 제공하고 있습니다.

위탁서비스 (유치원, 놀이방, 호텔)은 연중무휴로 운영되며,
애견동반카페는 주말 및 공휴일에만 운영됩니다.

반려견을 최우선으로 생각하는 <전설의 강아지>는 조금 더 반려견들에게 집중하고, 안전하고 쾌적한 환경 제공과 반려견들의 스트레스 감소를 위하여 시설운영에 대하여 변화하고 있으며,
항상 고객 분들의 의견을 반영하여 발전하고 노력하는 <전설의 강아지>가 되겠습니다.

애견카페 이용 및 문의사항이나 유치원/미용 상담을 원하신다면 전화주세요.",https://ldb-phinf.pstatic.net/20220328_26/1648459480686vmsK6_JPEG/%BF%EE%BF%B5%BA%AF%B0%E6-004.jpg,37.51202869,127.0411711
,,,,,,,,,,,
포포앤미루,서울,서울특별시 강동구 성내동 439-10 3층,,애견전용,"입장료 7,000",평일 13:00~21:00 | 공휴일 12:00~21:00 | 주말 12:00~21:00 | 화요일 휴무 공휴일 제외(전날이나 다음날 대체휴무),https://blog.naver.com/popomiru8825,"강아지와 고양이 사람이 소통할 수 있는 공간 포포앤미루입니다.
반려견을 동반하셔도 ok, 동반하지 않으셔도 저희 아이들과 즐거운 시간 보내실 수 있습니다.
미용, 호텔, 놀이방 문의는 유선연락 부탁드립니다.",https://ldb-phinf.pstatic.net/20190402_182/15541921483387gQ96_JPEG/sIzv0hF7qm5xfa8WaRq6Dlc6.jpg,37.52528072,127.1342491
,,,,,,,,,,,
루프독,서울,서울특별시 노원구 공릉동 576-24 5층,0507-1321-1562,애견전용,"반려견입장료 3,000",매일 11:00~21:00 카페 오픈 시간 | 매일 09:00~21:00 유치원 호텔 위탁 가능시간,http://www.instagram.com/roofdog1027,"8월 10일, 24일 휴무일
  카페 : AM 11:00 ~ PM 20:00
  유치원 : AM 9:00~PM 21:00

강아지는 눈으로만 봐주세요

1. 애견동반 없이 카페이용 가능
2. 10kg이하 소형견만 출입이 가능합니다
    10kg 이하라도 맹견이나 공격성이 많은 애견은 출입이 불가하니 양해 바랍니다
3. 외부음식은 반입이 되지 않으며 1인 1주문 원칙 입니다
4. 마킹, 마운팅견은 매너벨트가 필수입니다 (없으신분은 카운터에 문의해 주세요)
5. 출입제한견 : 5차 미만 접종견, 심한짖음, 마운팅, 공격성 있는 강아지는 출입할수 없습니다
   피해를 주는 애견은 부득이하게 입장 제한을 할 수 있는점 양해 부탁드립니다
6. 금지행동
   1) 강아지들에게 위협적인 모든 행동
   2) 큰소리 내기
   3) 뛰어다니기
   4) 강아지 안고 들기
   5) 음식(간식)주기
   6) 어린아이 혼자 돌아다니기 (아무리 작고 순한 강아지도 어린 아이에게 위험할 수 있습니다)
7. 견주님께서는 사고가 나지 않도록 주의 부탁드립니다
8. 배변은 즉시 견주님께서 치워 주시기 바랍니다

* 루프독은 강아지 체험학습장이나 놀이 대상이 아닌 애견과 사람이 더불어 쉴수 있는 편안한 공간을 지향합니다",https://ldb-phinf.pstatic.net/20211122_283/1637549702940lxA4I_JPEG/IMG_20211116_183257_181.jpg,37.6218262,127.0738846
,,,,,,,,,,,
