개편한세상,인천,인천광역시 남동구 간석동 209-5 개편한세상,,애견호텔,http://www.gaehotel.com,"인천 간석동에 위치한 애견유치원,애견호텔, 
애견미용,고양이 무마취 미용,
펫택시 직영 반려동물 종합 관리 센터 개편한세상
(Since2012~) #개한테_잘하자

○ 강아지에게 맞는 교육을 제공하는 애견유치원
   (긍정강화 교육, 올바른 소통)

○ 가두지 않고 자유롭게 생활하는 거주형 애견호텔

○ 안전한 환경과 특화된 고급 서비스를 제공

○ 인천, 서울 경기 전지역 이용 가능한 편리한 강아지 픽업

○ 노견 요양 관리 전문 

○ 검증받은 전문 관리자, 안전하고 청결한 시설관리





",https://ldb-phinf.pstatic.net/20210606_233/1622956477894ELT5V_JPEG/khBqJZqA4iJFrhjsMiBhZxA4.jpg,126.7088226,37.46309668,
고마워복실아,전북,전라북도 전주시 덕진구 우아동1가 889-3,0507-1311-0809,애견호텔,https://blog.naver.com/westclaire,"전주 아중리에 위치한 애견유치원 / 애견호텔 / 셀프목욕 / 애견미용 공간입니다.

- 호텔/유치원 연중무휴
- 전주애견호텔(100% 예약제) (각방 CCTV) 
- 전주애견유치원(애견놀이방)(강아지유치원)
- 전주애견미용(100% 예약제)",https://ldb-phinf.pstatic.net/20210127_51/1611754333266hXLGx_JPEG/7m6zHEb4Wg9hgff63bAG6Dvh.jpg,127.1741217,35.82680582,
고양이 호텔 냥이 아지트,서울,서울특별시 관악구 봉천동 967-17 5층 냥이 아지트,,애견호텔,http://cafe.naver.com/catazit,새상 모든 고양이들의 새로운 아지트. 고양이 전문 호텔. 남향. 대형창문. IP카메라. 1가족 1실. 넓은거실. 관악구 소재 고양이 호텔.,https://ldb-phinf.pstatic.net/20151207_119/1449492773301QBHHt_JPEG/167157618271328_0.jpeg,126.9345326,37.48685046,
고양이냥냥호텔,인천,인천광역시 계양구 계산동 942-24,0507-1312-6860,애견호텔,https://blog.naver.com/kosukhyang88,"신설오픈한 고양이호텔 냥냥호텔 입니다 ^^ 인천, 부천, 일산, 김포, 경기 및 서울 인근지역 픽업 가능. 전 객실 창문보유. 넓고 쾌적한 객실. 24시간 상담 환영♡",https://ldb-phinf.pstatic.net/20180426_28/1524671867816Al1lD_JPEG/T70GBUHTT2Y6rCDWMgYvAF4K.jpg,126.7222847,37.54111477,
고양이를 부탁해,경남,경상남도 밀양시 부북면 운전리 952-66,,애견호텔,http://cafe.daum.net/semyyup,"고양이 장기 위탁을 원할 시, 저렴한 가격으로 안심하고 맡기실 수 있습니다. 
사업자 등록도 되어 있고, 집에 고양이도 키우는 사람입니다. 
장기 위탁이라 좁은 공간에서 키우기 보다는 넓은 공간에 다른 고양이와 친구가 되면서 지내게 됩니다. 
고양이 호텔 정도의 고급화는 배제하면서 자기 고양이처럼 돌보겠습니다.",,128.7279152,35.50979968,
고양이민박,대전,대전광역시 서구 도안동 1788 지산프리미엄빌딩 3층 305호,,애견호텔,https://blog.naver.com/sazagang,"[시설안내]
-24시간 접속 가능 IP카메라 설치
-전 객실 개별 에어컨,히터,온돌,공기청정기,환풍시설 설치
-전 객실 통 유리창 채광
-바이러스,세균 차단  소독기 완비",https://ldb-phinf.pstatic.net/20210525_245/1621928167442NlTcV_JPEG/DNQ-bgm-mJ6BLhrC5Yu8cQDS.jpg,127.3514045,36.30514369,
고양이역보호소,인천,인천광역시 옹진군 영흥면 내리 198-2,0507-1430-5290,애견호텔,https://youtube.com/channel/UCiMeclRybB-_bV0CA28ygug,"7년간 주로 가정에서 버림받은 유기묘, 장애묘를 돌보다 최근 /고양이를부탁해/ 동물농장(어바웃펫) /KBS 단짝과 같은 방송출연도 하였습니다
이곳은 철장에 가려져 볼수없는 보호소가아닌
고양이들과 직접소통할수있는
신개념 보호소입니다
이곳 고양이들 90프로가 가정에서 키워지다
버려지거나 장애를 가지고있습니다
간혹사연을 통해 입양을 받기도합니다
※이곳 고양이들과 소통을 원하시면
투명하게 오픈된 고양이역 보호소를 찾아주세요^^
수익은 오로지 고양이들을위해 쓰이고있습니다.",https://ldb-phinf.pstatic.net/20220515_57/1652622843956BX0s1_JPEG/20220507_100826.jpg,126.4857031,37.25486091,
고양이정원,대전,대전광역시 서구 내동 25-3 고양이정원,0507-1409-2312,애견호텔,https://blog.naver.com/yuna2312,"섬세하고 예민한 고양이 친구들을 위해
아늑하고 포근한 분위기로 준비했습니다.
하나부터 열까지 친환경 자재를 사용하였고
집사의 손길로 직접 시공한 건강한 공간입니다.

도심 속 소음과 공해의 스트레스에서 벗어나 
싱그러운 자연의 향기 맡으며 힐링할 수 있는
대전 고양이전용 게스트 하우스 고양이정원 에
안심하고 맡겨주세요 :)",https://ldb-phinf.pstatic.net/20180101_87/1514812692528I1UL4_JPEG/6hb9-okVxHhBu0ObPYyZeb87.jpeg.jpg,127.3750512,36.33422663,
곰이네유치원,충북,충청북도 충주시 호암동 996 골든테라스501호,0507-1389-1779,애견호텔,,,https://ldb-phinf.pstatic.net/20220605_60/1654437883950Gs3XU_JPEG/46344576-870D-4E75-A840-8B60157498C4.jpeg,127.925113,36.95662925,
곱닥한개,제주,제주특별자치도 제주시 삼양이동 2101-10 1층,0507-1330-7046,애견호텔,http://pf.kakao.com/_MYUxixb,"안녕하세요. 댕댕이들이 행복한 공간, 곱닥한개입니다.
KKC 한국애견협회 애견훈련사가 직접 운영 및 상주하여 안전하게 케어합니다.

댕댕이들의 안전과 스트레스 방지를 위해 외부인 출입이 제한되며, 외부 시야가 차단됩니다. 또한, 곱닥한개는 100% 예약제로 운영되고 있어 방문상담, 유치원, 호텔, 데이케어, 미용 모두 예약 후 방문 가능하며, 예약 없는 방문은 이용이 제한됩니다.

내부 인테리어는 미끄러움 방지와, 충격이 완화되는 반려견 전용 관절 보호 바닥재를 사용하여 아이들이 안전하게 뛰어놀 수 있습니다.

애견훈련사가 매주 변경되는 놀이교육 프로그램을 1:1 진행하며, 매너있는 놀이활동을 지향합니다. 등원 전 입학테스트를 진행하여, 안전하게 케어합니다.

곱닥한개 호텔링은 24시간 상주 시스템이며, 입실 이후 보호자님께서 실시간 CCTV 시청이 가능해 믿고 맡길 수 있습니다.

제주시 지역 차량 픽업 가능합니다. (비용 별도 부과)

보호자가 함께 할 수 있는 카페공간이 아닙니다.",https://ldb-phinf.pstatic.net/20201227_84/1609046926986XK8J2_PNG/5sfcdW9wn5KEyT75jcv_ySpy.png,126.5827308,33.52389384,
공드린개과점,대구,대구광역시 수성구 황금동 755-1 1층 공드린개과점,0507-1340-0247,애견호텔,http://instagram.com/gea_kkakka,"아이들이 뛰어놀수 있는 마당이 있는
24시 상주하는 애견전문호텔.유치원.놀이방 입니다
1.2층 실내전체 매트 깔려있구요!
마당은 인조잔디 입니다 :)",https://ldb-phinf.pstatic.net/20220322_65/16479443568087BlxK_JPEG/%B0%B3%B0%FA%C1%A11.jpg,128.6175822,35.84797948,
광주애견호텔유치원 소유펫,광주,광주광역시 북구 신안동 470-3 2층,,애견호텔,http://instagram.com/soyoupet,"저희 소유펫은 광주최초 풀어놓는 애견호텔로 일과시간에는 실내놀이방과 야외놀이터를 이용하며 취침시간에는 1인1실 따뜻한 방을 사용합니다.
24시간 고객님이 어플로 직접보실 수 있는 cctv가 모든 공간에 설치되어 있으며 상시 근무자가 위급상황시 바로 대처가능하도록 같은 건물에 상주해 있습니다
사랑과 정성으로 내식구처럼 보살펴 드리겠습니다.
광주지엽 반려동물 위탁관리업 첫번째 허가 업체로 매일 위생과 청결에 신경쓰고 있습니다.
하루2번 아가의 일상을 사진과 영상을 찍어 보내드리며 고객님의 요청시 상시로 보내드립니다.

유치원ㆍ호텔ㆍ미용까지 각분야의 전문가들이 고객님의 아가를 최선을다해 보살펴 드리겠습니다.
애견미용사 1급자격 3명
애견관리사 1급자격  1명
행동교정 자격증 소지자 1명

건물뒤편 10여대 주차장완비",https://ldb-phinf.pstatic.net/20190923_149/1569224391800MaWSb_JPEG/Of-PSwpNVsvSuT0hM2IkO5vU.jpg,126.8970882,35.17167017,
김구백이,강원,강원도 원주시 단계동 505-1,0507-1371-2387,애견호텔,https://blog.naver.com/zilli_18,"반려견 유치원&호텔 위탁업체 김구백이 혜택

유치원,호텔
-평일 프로그램 운영
-공휴일 이벤트 있을 수 있음
-호텔 각방에 CCTV
-야외운동장

월유치원(월~금반,월수금반,화목반)
-호텔비 할인
-시간당,종일반 할인
-각종 제휴업체 할인",https://ldb-phinf.pstatic.net/20200908_10/1599550378680miLuN_JPEG/LiGdhzLfvOM3Feen-79iiJ4X.jpg,127.9286881,37.35807633,
깨둥이네,충북,충청북도 청주시 서원구 남이면 대련리 122-2,0507-1312-8041,애견호텔,,"청주 시내 근접한 마당 넓은 소수예약제 전원주택 펫시터 하우스입니다
아이들이 맘껏 뛰놀며 잘 때도 갇혀있지 않고 24시간 함께 생활할 수 있는 공간입니다",,127.4405576,36.58216699,
꿈,대전,대전광역시 유성구 관평동 844,0507-1409-9347,애견호텔,http://instagram.com/ggumhotel_with_catdog,"구조묘들의 쉼터
입양 카페
반려동물 호텔",https://ldb-phinf.pstatic.net/20200112_179/1578824337018Mykk1_JPEG/Z6ni274aAAKia1WiDxdoP1sz.jpg,127.3881011,36.42586246,
냥글냥글고양이호텔,서울,서울특별시 강남구 신사동 553-25 4층,0507-1330-2646,애견호텔,https://www.instagram.com/meowhotel_gangnam,고양이만을 위한 고양이전문 호텔입니다,https://ldb-phinf.pstatic.net/20220704_260/1656945886056SzD2g_JPEG/A9C8A166-71D8-4EB3-9ED5-3EB9D83E34D4.jpeg,127.025816,37.52234251,
냥냥쌀롱,전북,전라북도 군산시 미장동 518-16,0507-1329-0443,애견호텔,https://www.instagram.com/nyang._.nyang_salon,"냥냥쌀롱 고양이 전용 호텔 & 미용
내 고양이 내 집처럼 편히 쉬다 갈 수 있는 곳
100% 예약제 운영 시스템",https://ldb-phinf.pstatic.net/20211029_95/163549282466611Yn3_JPEG/9imCKqdNuimXETm2t-CVWUrv.jpg,126.7309201,35.96485941,
네모강아지,경북,경상북도 경주시 강동면 단구리 1218-10,,애견호텔,http://instagram.com/square.puppy,"카페 영업은 안하고 있습니다!

* 월~토는 놀이방(강아지유치원) 전용!

* 호텔 (365일 운영)
 100% 예약제",https://ldb-phinf.pstatic.net/20211008_130/1633699298420Un7lb_JPEG/Gs6FtIp8QvZllJCGMOqgseyl.jpg,129.2443166,36.05675818,
