고창고인돌박물관,전북,place,4.41,"""산책하기 좋아요 강아지들이 넘 많아서 약간 불편함""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA2MjlfMjk4%2FMDAxNjU2NTExNzMzNjky.GQ5I45Lgx2G0fRTxmy_6zSACgjgxUl2if7PhwjKhVfMg.e-noPO8tgiKZkmBsI23fUEM3eu20GxfI6ctAY6ZWAk8g.JPEG%2Fupload_d3ee692e2d54cdd50e03d23cddf58844.jpg
곡교천시민체육공원,충남,place,,"""울 강아지랑 산책 자주 가는곳이예요""",
곤지암도자공원,광주,place,,"""강아지와 산책이 가능하고 아기자기해서 재밌어요""",
공원해파랑,경북,place,3.9,"""정말 넓고 깨끗했어요 바다뷰도 속시원했구요 강아지랑 산책하기도 좋았어요""",
공지천유원지,강원,place,4.1,"""강아지와자전거도로와휴식 공간이좋왔습니다.와이파이고간이많았으면좋겠습니다""",
관룡사,경남,place,,"""공기도 좋고 수님도 친절하시고 강아지""도솔""도 얌전하고 ㅎ""",
관아공원,충북,place,4.85,"""저녁때 강아지와 산책하기 좋아요.""",
광교호수공원,경기,place,4.28,"""강아지 산책하기 좋아요 자연이 잘가꾸어져있어요""",
광동청정습지,광주,place,,"""우리 강아지가 제일 좋아하는 산책길~~""",
광안해변공원,부산,place,,"""강아지랑 산책하기 좋아요""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA2MTJfMjEy%2FMDAxNjU1MDE4Njc0MDMw.FjN14xzJNeaPg76qKVTCMkMUScpNx2E5AyAUmFFSzwgg.yS7HBD4T5eRZYPBRgOphioqtDWswAeMVTMvcLuSaezEg.JPEG%2Fupload_11ee091855c7851a110d47f202ae262d.jpeg
광주사직공원전망타워,광주,place,,"""밤공기 마시러 가보세요 강아지산책에 최고입니다""",
구갈레스피아,경기,place,4.05,"""강아지랑 산책오기 좋은 곳""",
구곡폭포,강원,place,4.39,"""시원해요 강아지도 함께 들어갈 수 있어서 더 좋아요""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA4MTVfMTc5%2FMDAxNjYwNTYwNjA0ODIz.eFOj0dBZUN7dAiLV_pE7ixnMUR2swTWuIStH4Tuy58kg.CXIp3vdzUXVw2YuANen0kbnr3-jnlrkG12dUzkoOsN8g.JPEG%2Fupload_ccfbca4958d1f2a2917ad5e7895eeca4.jpeg
구송정 유원지,전북,place,,"""강아지와 놀면서 쉴공간 찾았었는데 주변 경관이 좋네요""",
구암근린공원,서울,place,,"""강아지 산책길도 좋다.""",
구포무장애숲길(무장애탐방구간),부산,place,,"""친구들과 우리 강아지와 무장애숲길~ 운수사~ 무장애숲주차장 이렇게 거닐었다",
그랜드유원지,경기,place,,"""강아지 동반해서 아이들과 갔어요~ 비가 많이 오지 않아 다행이었네요",
금강신관공원,충남,place,4.29,"""강아지랑 산책하기좋고 공기도 좋아요""",
금오름,제주,place,,"""어린 아이들, 강아지들과 함께 올라가시는 분들 많았어요.""",
금은모래강변공원,경기,place,,"""인적이드물어서 강아지 산책시키기 좋아요""",
김유정 문학촌,강원,place,4.44,"""강아지랑 주변 산책하기좋아요""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA4MDNfMjQx%2FMDAxNjU5NTMyMjI3ODMx.AG5x5GD17039n3pIzhJ_IMun1tzQi_i5H1Yuxqe9ZGQg.7rgY_3-cs8w5DggNT-Jl2cUt9l1omvjdrXJUZmwW0vMg.JPEG%2Fupload_1b5216f97864e4bcf94f94e65f26e999.jpg
김해연지공원,경남,place,4.18,"""강아지가 산책 하기 좋은곳""",
낙동강체육공원,경북,place,4.18,"""강아지랑 산책 하기 최고!""",
낙산공원,서울,place,4.25,"""강아지델구 산책하기 좋아요""",
낙안읍성민속마을,전남,place,4.39,"""강아지랑 같이 산책하면서 구경도 할수있어서 좋았어요""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA3MDlfMjg0%2FMDAxNjU3Mzc4NjM2MTY0.zugCoYXLMNw1FvqqHxiSoiIgVySHvFdIbLQ_ZtfJVOwg.X_Hj7oOKEt9jhpwS-xAOU5q8Zr8upgzR4nqNbcN0aiQg.JPEG%2Fupload_5e738ba2f68a07ecb8d2bc3fdad66bb7.jpg
남산공원백범광장,서울,place,,"""강아지출입가능해서 좋고 조경 예쁘고 깨끗함""",
남양주한강공원 삼패지구,경기,place,4.52,"""강아지 산책하기 너무 좋아요""",
남이섬,강원,place,4.53,"""애견동반 해서 힐링하기 딱 좋았어요~""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA4MDlfOTcg%2FMDAxNjYwMDUxMjkxNTkw.tbDE1uqNS_QE3Xtt72IQJbDQUd2OyS3_3f5UgjW1bkog.P_mCeCoW5g2o8HbvmQcTztThf8C47_MDlgIosKmPYqgg.JPEG%2Fupload_33f014e62e05de5c2d162e599c99953b.jpeg
남제골벽화마을,전남,place,,"""강아지와 산책하기좋아요""",
남한산성도립공원북문,광주,place,,"""강아지 데리고 산책하기 좋아용""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA1MDlfOTAg%2FMDAxNjUyMDQ1MjE2MzE2.Gqx_3q7SFh4Shn4Vo3F5ou4k0avC6tpHlaEXvdOq6ugg.IcgMceCCTe9v0EZ_4XZP1mybBA3Wvj-2j1Bx0t04kt4g.JPEG%2Fupload_db07401287595778343ae80281e9adf6.jpeg
남해 상상양떼목장 편백숲,경남,place,4.37,"""일단 강아지동반이라 애견인들한테 강추입니다.""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA4MTRfODEg%2FMDAxNjYwNDg0MzEwODI1.JERq3qQIfimCTOwNFgF-tP7gZ3Va_0A9_zxNnexmyJog.L0pf81g-9ZAG102jUREIY3iWXGcL4AUNi54PwZYjKt8g.JPEG%2Fupload_ebd3e3add59189def9c00498f7f06c19.jpeg
남해양떼목장 양모리학교,경남,place,4.74,"""무엇보다 강아지 겨울이가 너무너무 귀여움""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20220818_79%2F1660830426125V2YYu_JPEG%2Fimage.jpg
노라쥬,충남,place,4.58,"""... 채험 강아지 채험 각종 많아서 너무좋아요.!""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA1MjNfMTcy%2FMDAxNjUzMjc2NzY2Mjc1.zIYm4PeyTCQoS55R8phsaB7vYJv1Lr43xxLV18jsh_Mg.kZryobkgGbQDV8ZfukGYezZg956q53i_w-5l_BWZzoAg.JPEG%2Fupload_313c22c2c70647f60ba56a5c648cfe3e.jpg
노리매,제주,place,4.35,"""강아지랑 산책하기 너무 좋은 곳!!""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20220608_297%2F1654658849635oQ4wl_JPEG%2Fimage.jpg
노적봉인공폭포공원,경기,place,4.13,"""강아지랑 산책하기 좋아요""",
능골공원,경기,place,,"""강아지 산책하기에도 좋고 아이와는 물론 어르신들 운동기구도 있어요""",
다대포 꿈의 낙조분수,부산,place,,"""강아지 산책시키러 자주 가는데 좋음""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20220727_195%2F16589278969332mD8h_JPEG%2Fimage.jpg
다대포해변공원,부산,place,4.29,"""한적하고 강아지 데리고 산책하기 너무 좋았어요""",
다랭이마을,경남,place,4.33,"""강아지랑 산책하기좋아요""",
다산생태공원,경기,place,4.32,"""강아지랑 산책하려고 자주가는데 코스도 길고 풍경도 좋아요.""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA2MjRfMTE4%2FMDAxNjU2MDU0ODYyNjI3.849tu1ynF--KQuPLaEyTCwgyniJu9mRQw4TrdNuFSHMg.nm1rSxyRGQXS7E7D38nje9X1_PgzfhW7Rcdr6d4dgW4g.JPEG%2Fupload_2b470c5f071ca1fcb6f591a561f1ac63.jpeg
달맞이동산,부산,place,,"""... 하기도 좋아요 달맞이 산책길로 강아지 산책했어요""",
달맞이동산,부산,place,,"""강아지들 산책도 강추예요^^""",
담양관방제림,전남,place,4.29,"""매일 강아지와 산책을 갑니다. 잔디가 관리가 잘 되어 있어요""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fmyplace-phinf.pstatic.net%2F20200502_168%2F1588401670751Hva8W_JPEG%2Fupload_428e4cf4b1a5037fc30425e7edfce80d.jpg
담양후산리명옥헌원림,전남,place,,"""마을어귀에주차하고 5분정도걸으면 강아지가 맞아준다 조용히 산책 ...""",
당정근린공원,경기,place,,"""강아지 산책 하기 좋은곳""",
대관령 하늘목장,강원,place,4.44,"""넓고 강아지 데리고 놀기 좋은데 너무 넓어서 결국 다 못돌아봤오요""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA3MjBfNzAg%2FMDAxNjU4Mjk1NjkzNTQ0.k_nnul-9x-3u5PBPsb-SCmBkUKV4-qbW4FmeihNM8qgg.NWBLXneb2CFiPfFBqF3qQgjHDXBTdOH6hOFRBbzFkEgg.JPEG%2Fupload_5872e47bec26f0d824b80348d5993554.jpeg
대관령주주파크,강원,place,4.38,"""먹이주는 체험도하고 같이놀고 귀요운 ㅌ7끼랑 강아지가 있어서""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20220820_40%2F16609583104219Js2w_JPEG%2Fimage.jpg
대부바다향기테마파크,경기,place,4.25,"""볼건없고 강아지 산책 하기만 좋아요""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fmyplace-phinf.pstatic.net%2F20201012_113%2F16025097963038gFBh_JPEG%2Fupload_f0c188c710b184b3b79f1a58f31e434d.jpg
대원공원,경기,place,,"""생각없이 갔는데 조용하고 강아지들도 많습니다""",
대저생태공원,부산,place,4.42,"""강아지.데리고 산책하기 좋아요""",
대청호반자연생태공원,대전,place,,"""강아지산책하기 좋은곳.""",
덕진체련공원,전북,place,,"""강아지 산책하기 좋습니다.""",
덕평공룡수목원,경기,place,4.41,"""강아지가 당근을 먹네요""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20220730_232%2F1659182253331K01jN_JPEG%2Fimage.jpg
도당근린공원,경기,place,4.53,"""... 모습이 가장많이보인다 거기에 강아지 산책도~~~~~^ 사계절전천후 ...""",
도림사,전남,place,4.34,"""그리고 절에 있는 강아지들이 사람이 반가워 난리다.""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fmyplace-phinf.pstatic.net%2F20210815_265%2F1629004675621DEdTB_JPEG%2Fupload_44823af5cc2ac0f6e794979df9d186ca.jpeg
동구리호수공원,전남,place,,"""강아지와 산책하기 좋아요""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA3MDhfNzEg%2FMDAxNjU3MjYxODU4Mjg4.w02wSn2dZTNJupxe915Wi1xmwptA_1hmU_9AKxX-Izcg.vx7_33TOQIksoCB2l05UysoMQtV_FWyN0sSrf9uRdGwg.JPEG%2Fupload_d13aa95c21fad357ff1ef2778286d044.jpg
동락공원,경북,place,4.35,"""강아지와 산책하기 좋은장소""",
동래읍성지,부산,place,,"""강아지들이 뛰놀수있는 곳 너무 좋아요""",
동촌유원지,대구,place,4.02,"""강아지랑 산책하기 좋아요.""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA1MjlfMjM3%2FMDAxNjUzODE5NzI3ODk4.SuQzfa2hlthjlYnhCE-KZxgfDVJ3AmuMnoXtyr52sPAg.rYaEjGb7klltDFcRgwVzJVCWkMJCdCcoBs4iKvdDDeEg.JPEG%2Fupload_52edf3f9583bc91927cbed75f8c60467.jpeg
동춘당공원,대전,place,4,"""강아지들이 산책을 많이해요.""",
동탄센트럴파크,경기,place,4.54,"""강아지 데리고 산책하기 넓고 좋아요""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA2MTBfMTI4%2FMDAxNjU0ODI0NDcyNDg3.axKPiZcF73wGKm71OltAkX0ByJRtqPKY0dcv6Mfezkog.wkq-P2sUhTsEIDV3meT2b7gpcUtfoxmBrPtyoRa5Fdsg.JPEG%2Fupload_f6e2c883eb53065772d992c6c5601b22.jpeg
드림파크 야생화단지,인천,place,4.31,"""강아지 데리고 산책하기 좋아요""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fmyplace-phinf.pstatic.net%2F20201017_53%2F1602919598053RbPyE_JPEG%2Fupload_8c8c03d3a0d1c21c2720f74c6f60c7a2.jpg
들의공원,대전,place,,"""강아지들이랑 놀러오는곳이에요""",
마들근린공원,서울,place,,"""강아지운동장이 있어서 좋음""",
마장호수 출렁다리,경기,place,4.36,"""강아지와 산책하기 좋아요""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA3MzFfMTkg%2FMDAxNjU5MjUxOTYwMTcz.GgbRuUX1PT8oE1LjDxIYaakQzESFUUm6BsuMmQZd0S0g.dGjEUA4Cl8stDJiAks5ywAKdbrM8t-kuaYhs0j-dIHEg.JPEG%2Fupload_cdd71c1fd824cdf23662a3a5a13911c0.jpeg
만석공원,경기,place,4.24,"""강아지들과 산책하기 좋네요""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fmyplace-phinf.pstatic.net%2F20220327_56%2F1648351059796d0kPK_JPEG%2Fupload_81ea402e69ba2f00961865488c94d19c.jpg
만연폭포,전남,place,,"""폭포 아래 돼지 같은 강아지도 있어요!!""",
멍비치,강원,place,,"""여름에 강아지와 함께 즐거운 시간을 보내기 좋아요!""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20220819_298%2F1660920485107nV5b8_JPEG%2Fimage.jpg
메타세쿼이아 가로수길,전남,place,4.41,"""... 친구들과 함께 방문하거나 아이들과 동반하기에도 적합하다""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA2MTJfNjEg%2FMDAxNjU1MDEyODk5Nzg1.fMibO2_9raWLtpOjAuRjVCJLjKueqXTYahjUohxqgq4g.Vp28mGR3cRW4N20Zn4dAgAaL52IBQeDmYE6jH3HioWIg.JPEG%2Fupload_96142e1458c594a3eb82268b48a0b523.jpg
메타세쿼이아 가로수길,전남,place,4.41,"""강아지 데리고 산책할 수 있어서 좋았어요!""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA2MTJfNjEg%2FMDAxNjU1MDEyODk5Nzg1.fMibO2_9raWLtpOjAuRjVCJLjKueqXTYahjUohxqgq4g.Vp28mGR3cRW4N20Zn4dAgAaL52IBQeDmYE6jH3HioWIg.JPEG%2Fupload_96142e1458c594a3eb82268b48a0b523.jpg
메타프로방스,전남,place,4.38,"""이런저런 가게들이 많아요 배떡에 가보세요 강아지 배떡이가 너무 귀여워요""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA4MDVfMjY0%2FMDAxNjU5NjY5NzU0MTE3.iB1v2nPrGnephsPrG26CfglX8gqCXfSgI6VBO8GLYpUg.NccYfHPglJ91lAXZV8VVQYKXF_Oj3ZXnr8RDv1O5n0gg.JPEG%2Fupload_8d560e30ecbf78ed109611ccbe694e0d.jpg
몽마르뜨공원,서울,place,4.09,"""강아지와 산책하기 이보다 좋은곳 있을까 싶네요""",
몽촌역사관,서울,place,,"""강아지 데리고 오시는 분들 내보내시는 경비원분 생각좀 해주셨으면""",
무궁화공원,강원,place,,"""호젓하게 강아지 산책 시키기가 너무 좋은공간입니다.""",
문암생태공원,충북,place,4.4,"""아이동반 산책하기 좋고 애견동반도(현재 애견장 폐쇄) 가능해요.""",
문화공원,경기,place,4.32,"""강아지 산책하기 딱 좋아요""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA4MDJfMTc1%2FMDAxNjU5NDI0MDIxMjU5.hA1Ij3FsFUPNhPHtTEOrEA3uFd6oFIsjHyWctL2vz-Ig.z45jj4qGtp9uqowTEJ_kyj5ftwIoLMG6pqU0VAG90FUg.JPEG%2Fupload_34c843a357d1240c32d5fa51c59243a0.jpg
물건리방조어부림,경남,place,4.18,"""강아지랑 가볍게 산책하기 좋아요^^""",
미사경정공원,경기,place,4.44,"""깔끔하고 강아지와 산책이 가능해서 너무 좋았어요~""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f180_180&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA4MTVfMTUz%2FMDAxNjYwNTY2NzA0MjE2.19WjVy3eUIY_j9HE8r6nNYzN2YzNX8RF-TJdOxt3VP4g.adwkRUL599A6rRXLys6I1v3Id9hs2A_odAD66NPhPjwg.JPEG%2Fupload_a60a4ad2ce806e28aac99ce2bb7f8686.jpg
민락수변공원,부산,place,4.38,"""집앞쪽에 있어 강아지랑 산책도 해요""",
밀양치즈스토리,경남,place,,"""치즈도만들고 귀여운강아지 치즈,피자도귀엽 ...""",
바람새마을,경기,place,4.23,"""여기저기 촬영스팟도 되어있고 강아지들이랑 사진찍고 놀기 좋아요""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fmyplace-phinf.pstatic.net%2F20211029_96%2F1635463813131jusKn_JPEG%2Fupload_1b6c0e80198d5e48ff5e4a16c7af072a.jpg
바람의언덕,경남,place,4.38,"""강아지를 데리고 오면 벌금을 끊깁니다.""",
밤밭청개구리공원,경기,place,,"""강아지나 어린아이 산책하기 좋아요~ 율전동 주민이라면 올만합니다.^^""",
배곧한울공원,경기,place,4.29,"""강아지 산책 시키기 좋아요 저녁이 될수록 사람들 많아짐 노을 감상하세요~""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fmyplace-phinf.pstatic.net%2F20201101_39%2F1604225546833OpKDw_JPEG%2Fupload_0823766de46aed803b6c51d96ea5943e.jpg
배미꾸미조각공원,인천,place,4.31,"""닭 강아지등 동물 조각들이 아이들과보기좋네요.""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA2MTlfNTMg%2FMDAxNjU1NjIzMTE4ODE0.xUkpSC5_YeItqvg00c5Vrg3zVXvUTvBmOSGXHeV14z4g.9WF1kwDQcQxGQ-VtBa2hh7o_PXe6Twz44AnQavnNmDUg.JPEG%2Fupload_35198b1c41ea15dde3f78249ed743f00.jpg
백사실계곡,서울,place,,"""강아지 산책시키기 좋고, 서울속 명품자연을 느낄수있어요""",
백제왕궁박물관,전북,place,,"""강아지나,애들 데리고 산책하기좋네요.유적은 심플해요.""",
봉곡사,충남,place,,"""강아지가 으르릉 거려요.""",
부산민주공원,부산,place,4.28,"""강아지 산책시키기 위해 자주갑니다 산책로가 좋아요""",
부산시민공원,부산,place,4.41,"""강아지랑 산책가기 좋아요""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA3MjNfMzAw%2FMDAxNjU4NTYyMTMyNjgw.mwHYYbAcFGcGezPYk5xWlY3vuHNvnlrJFa-M4p0ggtkg.rFESw9ib3MwB5dQ6ZG9PH9cvmgzsWDsQw1jIfK8POywg.JPEG%2Fupload_8e4f33cda6b4cbd27247f106a7be3633.jpg
부여서동요역사관광지,충남,place,,"""... 수 있는 곳 등 사진 스팟들이 있고 강아지 동반이 가능해서 좋았어요""",
부천백만송이장미원,경기,place,3.87,"""강아지 산책하기에도 좋습니다^^""",
부천중앙공원,경기,place,4.29,"""강아지랑 산책하기 너무 좋아요.""",
부천중앙공원,경기,place,4.29,"""강아지 데리고 산책하기 좋아요.""",
부평 신트리공원,인천,place,4.28,"""강아지 산책시키기 좋아요~""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fmyplace-phinf.pstatic.net%2F20210615_205%2F1623756811056t104x_JPEG%2Fupload_8093fbb887b74557a3a51438efaedad8.jpg
북악팔각정,서울,place,4.32,"""이른 새벽 제 강아지 보리와 산책가는 코스입니다.""",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA3MjBfOCAg%2FMDAxNjU4MjQ2MjU5MDQz.CNC81xO4p6QUWrWqH6wUzRaCjZRU9DpKabRuRVnc0S4g.FAqlk1RMuBHrIAK_5VagkHL-RiOge2cQ7D8QDsQbfGUg.JPEG%2Fupload_e5d13bf2c6ac5defef07c3ed2eba5d3a.jpg
분천역 산타마을,경북,place,3.67,"""입구에 강아지 두 마리가 너무 귀여웠습니다.""",
불의정원,경북,place,,"""걷기너무좋음 단점 강아지가너무 많음...ㅠㅠ""",
비내섬,충북,place,4.11,"""... 그리고 강아지 산책시 변은 반드시 수거하시길""",
빛가람호수공원,전남,place,,"""강아지들대리고산책하기딱좋은곳""",
