커피와일드,경기,"""애견동반이 가능하고 퍼푸치노도 있어서 좋았어요."""
카페 휘바,경기,"""주위에 애견동반 공간도 따로있고 정숙한 노키즈죤도 있어 여러모로 ..."""
아프리코(AFRIKO),경기,"""애견동반카페였으나 이제안됨 밖에 고양이는 많이있음"""
뮌스터담,경기,"""애견동반 공간도 있어 훌륭함."""
퍼피커피,경기,"""퍼피커피는 구로구민회관 뒷편에 있는 애견동반카페입니다."""
카페 담,경기,"""넓고 이쁜 카페 애견동반가능 근데 화장실이 진짜..."""
라딧프로젝트,경기,"""애견 동반 카페라서 애견인들에게 특히 더 추천합니다."""
카페무르,경기,"""애견동반으로 맛있는 커피와 멋진 경치를 구경할 수 있는 카페"""
그린그라스,경기,"""분위기 좋아요 애견동반 가능해요"""
농업회사법인그라운드스터프(주),경기,"""... 반려동물 동반 좋아요.. 바람 쐬러한번씩 가볼만함.. 입장료만 있어요."""
앤드테라스 내유점,경기,"""애견동반 카페 / 일반 카페 두군데로 나눠져있는 완전 큰 카페!!!"""
영글다,경기,"""가격이 비싸요 애견동반카페에요"""
요새,경기,"""애견동반시 외부 테라스만 이용 가능함."""
카페프레임 (cafeframe),경기,"""애견동반 가능. 와플 맛있음... 가격대 좀 높은편. 공부하기 좋은 책상."""
카페101파크뷰,경기,"""애견 실내 동반 가능 카페라서 갔는데 정원도 예쁘고 좋아요 커피와 ..."""
투엔디,경기,"""애견동반 가능하며, 대신 야외만 ㅎ 다양한 음료와 빵을 먹을수 있는..."""
인솔커피 상수점,경기,"""애견동반 가능. 베이커리 다양. 케이크 맛있음. 커피는 더맛있음."""
192센티미터,경기,"""애견동반가능카페 주차가능."""
더하이브,경기,"""애견 동반되는곳은 의자를 쉽게 닦고 쓸수 있게 바꾸시는거 추천드려요!!"""
동편마을카페 별카페,경기,"""애완동물을 동반할 수 있다는 점을 빼면 큰 메리트가 있는 곳이라고 ..."""
BON9,인천,"""컵은 재차동반시 반납하면 환불도 해줘서 좋내요"""
카페알로라 CafeAllora,인천,"""애견동반이 가능한 카페"""
카페홀리(CAFEHOLLY),인천,"""반려견 동반 되서 좋았어요~ 카페 깨끗하고 예뻐요~~추천합니다"""
돔바니,인천,"""인천 차이나타운 '돔바니'는 자유공원 아래길의 애견동반가능한 카페 ..."""
하나개팜,인천,"""☆애완동물 동반입장 가능함"""
러브독,인천,"""러브독은 외포리에 있는 애견동반카페입니다."""
Cafe DouDou,인천,"""... 해도 루프탑에 애견동반이 가능했었는데 오늘 가 보니 안된다네요."""
린치핀,인천,"""커피 맛있습니다 매장도 깔끔하고 직원분들도 친절하시고 애견동반이라 굿입니다"""
"카페,노트",인천,"""인천 문학동에 있는 보기드문 애견동반카페입니다."""
카페더큰나무,인천,"""인천 시내에 애견동반가능한 카페 중 단연 두드러지는 곳입니다."""
스윗유,인천,"""... 애견동반 할수있는 실외공간이 있어 좋아요"""
개떼놀이터 마약석쇠불고기,인천,"""서울 근교 애견 동반 식당으론 추천 할만 함."""
꼰디오스,인천,"""강아지 동반도되고 너무좋아요 카라멜 마끼야또먹었는데 최곱니다~"""
솔,인천,"""애견동반가능카페 조용한분위기 친절한직원분 분위기도좋고 커피도 맛남"""
희소식,인천,"""애견동반 방문하기 좋음."""
서원안길,인천,"""집가까이 이런 애견동반카페라니 알았으니 자주가려구요."""
헤이더그린,인천,"""강아지 동반가능카페 넓고 주중엔 여유로움"""
단우물카페,강원,"""애견동반카페 검색해서 갔어여 주변이 조용하니 좋네요 쉬기도 좋았어여"""
38degree,강원,"""무엇보다 애견동반으로 이렇게 예쁜카페 처음가봐요!!"""
바다정원,강원,"""경치좋고 애견동반 가능하고 빵도 맛나요"""
홍시,강원,"""애견동반 카페라 방문했고, 매장에 상주하는 강아지가 3마리?"""
유알마인,강원,"""애견동반하시는 분들은 좋을거같아요."""
달콤한게으름,강원,"""애견동반 그리고 다 맛있어요"""
보사노바 커피 로스터스 강릉점,강원,"""무엇보다 애견 동반이 가능한 공간이 따로 있어 굿입니다."""
아라커피,강원,"""애견동반 카페라고 해서 찾아갔다."""
도즈오프,강원,"""드넓은 잔디밭에 댕댕이들이 뛰어노는 모습이 평화로와요 애견동반 ..."""
카페 나바지오,강원,"""커피맛도 좋고 시설도 좋고 반려견도 동반할수 있어요"""
카페 감자밭,강원,"""애견동반이 가능한 카페입니다."""
보사노바 삼척점,강원,"""1층에는 애견 동반하여 즐길 수 있는 공간이 있어 보기 좋았습니다."""
카페마카,강원,"""커피 맛있고 가격도 괜챦고 실내 애견동반 가능합니다."""
그루잠,강원,"""반려견은 케리어가 있어야 동반이 가능하고 별관으로 안내해 줍니다."""
쏠티캐빈 양양점,강원,"""반려견 동반 가능한 카페"""
갈매기다방,강원,"""애견동반이라고 해서 일부러 찾아갔는데 외부만 가능해요 와플과 음료는 괜찮아요"""
헬로우씨카페,강원,"""애견동반 가능한 카페예요"""
글라스하우스,강원,"""강아지와 동반 가능하고 여유로운 분위기에요."""
tail coffee 테일커피,강원,"""강아지 동반이 가능합니다."""
드레,강원,"""강아지 동반이 가능합니다."""
라딧프로젝트,강원,"""애견 동반 카페라서 애견인들에게 특히 더 추천합니다."""
카페아리네,강원,"""카페 인테리어가 너무 이쁜데 1층에 애견동반까지 가능하여 너무 좋아요!"""
태시트,강원,"""고성 바닷가 앞 분위기 좋은 아담한 애견 동반이 가능한 카페!"""
바잇미 신사점,강원,"""동물농장에도 나온만큼 상당히 유명한 강남의 애견동반카페."""
3대원조옛날초당순두부,강원,"""애견동반도 되니 편안히 식사했어요."""
카페드노보,강원,"""강아지 동반 카페&음식점이 극히 드물잖아요?"""
비퍼센트,강원,"""-가로수길에 애견동반 하고 가기에 좋음 -주인장 하얀색 강아지 있음 ..."""
퍼피커피,강원,"""퍼피커피는 구로구민회관 뒷편에 있는 애견동반카페입니다."""
도펠하우스,충북,"""예쁜 야외좌석이 있는 애견동반 가능 카페."""
그리너리,충북,"""애견동반 가능이라는점이 가장 맘에 드네요."""
카페모안,충북,"""애견동반인데 분위기가 조용하고 좋았습니다 커피맛도좋구요~~"""
아트빈(artbean),충북,"""가족동반이나 연인 모두에게 좋은 장소. 넓은 장소 ..."""
카페 쿠데타,충북,"""애견동반 가능한 카페."""
카페호반풍경,충북,"""다만 반려견동반은 야외만 가능해서 한 여름 낮에만 피해서 방문하시면 ..."""
DOG CAFE,충북,"""돈까스와 버섯샐러드 맛있는 애견동반식당."""
에이프릴(APRIL),충북,"""애견동반출입가능하네요 실외 테라스에 있거나 2층 테라스가 넓어서 편하네요"""
느린정원,충북,"""애견동반 카페구요 애견 뛰어놀기 괜찮네요..커피 맛있어요."""
달달이,충북,"""애견동반가능하고 브런치넘나맛나요"""
카페민들레,충북,"""애견동반 가능한곳 찾다가 갔는데, 생각보다 너무좋아요."""
카페 에클로그,충북,"""애견동반은 야외만 가능하니 참고하세요~"""
루파니캠핑장,충북,"""엄청 소규모에 한적하고 정말정말 조용한 반려견동반 캠핑장."""
AMP,충북,"""산책중 발견한곳.애견동반가능 친절하시고 굿굿."""
숲21길,충북,"""화성 병점 테라스있는 애견동반 카페 위치 경기 화성시 병점중앙로21 ..."""
고트,충북,"""... 밖에 앉아있어야 하는 경우도 있습니다 애견동반이지만 너무 큰개는 ..."""
땡큐한,충북,"""애견 동반이라 너무 좋고 커피와 로제 떡볶이 맛있어오 ㅠ"""
카페스토리,충북,"""애견동반시 애견 운동장이 있어서 좋은데 사람이 앉을 자리는 불편함."""
별똥구리,충북,"""한가롭게 쉼과 여유로움을 즐길수 있는 애견동반카페."""
유알마인,충북,"""애견동반하시는 분들은 좋을거같아요."""
엠아르,충북,"""애견동반카페~~~목줄착용하고 있어야 하지만 동반이라 넘 좋았습니다!"""
CAFE infull,충남,"""신축이라 깨끗하고 별도의 애견 놀이터가 있어서 애견동반하면 좋을 듯."""
도펠하우스,충남,"""애견 동반 가능해서 애견인이 많은것같다."""
트레블 브레이크 커피,충남,"""애견동반카페라서 너무너무 좋음!"""
개떼놀이터 천안아산점,충남,"""애견동반 식당인데 놀이터만 따로 사용하는것도 가능해요."""
홍담,충남,"""넘 좋아여 애견동반도 되요 넘 좋아요"""
카페용담,충남,"""애견 동반 카페네요^^"""
안성맞춤 포시즌 애견테마파크,충남,"""애견인들이 좋아 할만한 곳이긴 한데 동반자 모두 입장료 받아요."""
피노카페,충남,"""반려견 동반 가능이라해서 기대하고 갔으나 실외에서만 가능."""
Cafe858,충남,"""여긴 애견 동반 카페라고 하시면 안될듯.."""
코랄커피,충남,"""야외카페는 애견동반도 가능하고 분위기 괜찮네요."""
카페모안,충남,"""애견동반인데 분위기가 조용하고 좋았습니다 커피맛도좋구요~~"""
카페드하리,충남,"""바닷가 옆에 애견동반 카페."""
고복저택,충남,"""애견 동반 카페라 공간도 넓고 주차도 넉넉한데다 사람도 별로 없어서 좋음."""
DOG CAFE,충남,"""돈까스와 버섯샐러드 맛있는 애견동반식당."""
그루그루,충남,"""애견동반 스페인 레스토랑."""
정다운아지트,충남,"""강아지 동반 할 수 있어 고마운 식당입니다."""
간양길카페,충남,"""애견동반가능 주차도좋고 맛도 건강한맛"""
숲21길,충남,"""화성 병점 테라스있는 애견동반 카페 위치 경기 화성시 병점중앙로21 ..."""
카페피어라,충남,"""가족과함께 애견동반으로 태안여행을 마치고 올라오는길에 들렀습니다."""
AMP,충남,"""산책중 발견한곳.애견동반가능 친절하시고 굿굿."""
카페목천,충남,"""감성, 커피, 디저트, 애견동반, 친절, 맛 어느하나 놓치지 않은 카페"""
달달이,충남,"""애견동반가능하고 브런치넘나맛나요"""
WOO'Z,충남,"""맛좋고 뷰 좋고 애견동반 되어 더욱 좋고~"""
땡큐한,충남,"""애견 동반이라 너무 좋고 커피와 로제 떡볶이 맛있어오 ㅠ"""
풍세커피,충남,"""음료가 다소 비싸게 느껴지긴 하는데, 반려견과 동반도 가능해 더욱 좋습니다."""
원보틀 (One Bottle),충남,"""애견동반 가능 생각보다 테이블이 적당"""
그루그루,대전,"""애견동반 스페인 레스토랑."""
컨사이스,대전,"""게다가 애견동반도 가능하다"""
드르쿰다From제주,대전,"""전망은 좋으나 애견동반 카페여서인지 개냄새가..."""
언네임드커피브루어리,대전,"""... 핸드드립 커피도 맛있어요~ 특히 애견동반이 가능해서 좋아요~ㅎ"""
데미재,대전,"""강아지 동반이 되네요."""
리케리케(LikeLike),대전,"""1층은 애견동반이 가능하다 젊고 세련된 분위기의 카페."""
라노보용전점,대전,"""애견동반가능 음식맛있음 주차장협소 오후11시까지 영업"""
cafe 713,대전,"""서울에서 대전 가면서 찾은 애견동반 까페?식당?레스토랑?"""
비래키키,대전,"""수영장이 딸린 카페이다 보니 어린이 동반 가족이 많아 소란스러운 편."""
시은우,대전,"""애견동반 입장 가능하며 추운 겨울에도 야외에서 커피를 마실 수 있습니다."""
풍차,대전,"""식장산 밑에 위치한 곳인데 애견동반 하시는분들께 추천합니다."""
카페루나,대전,"""브런치 메뉴가 다양하고 반려견동반 가능한 까페로 함께 여유롭게 식사 ..."""
고복저택,세종,"""애견 동반 카페라 공간도 넓고 주차도 넉넉한데다 사람도 별로 없어서 좋음."""
카페용담,세종,"""애견동반 카페 그리고 세종 데이트코스로 완전 강추합니다!!!"""
카페 들,세종,"""남한산성 광주방향으로 새로 오픈한 애견동반 가능한 카페(실내는 가방에)."""
좋은아침페스츄리 세종테라스점,세종,"""조용하고 애견동반가능해서 좋네요 샐러드는 별로네요"""
테이크그린,세종,"""애견 동반가능이지만 애견은 많이 안보였네요."""
그루잠,세종,"""반려견은 케리어가 있어야 동반이 가능하고 별관으로 안내해 줍니다."""
정다운아지트,세종,"""강아지 동반 할 수 있어 고마운 식당입니다."""
신북커피,세종,"""애견동반 신북카페 흑임자라떼 꼭 드셔보세용 자몽에이드도 넘 맛있어요"""
풍세커피,세종,"""음료가 다소 비싸게 느껴지긴 하는데, 반려견과 동반도 가능해 더욱 좋습니다."""
롱디(long D),세종,"""애견동반 가능.넓은 주차장.맛있는 빵.커피 원두가 맛있었습니다"""
그루그루,세종,"""애견동반 스페인 레스토랑."""
에이커,세종,"""야외 애견동반 가능하나 그늘막도 뭐도 암것도 없음"""
테라로사 커피공장,세종,"""애견 동반 장소 넓은 장소 있어요"""
두낫디스터브(Do not disturb),세종,"""애견동반이 가능한 카페 두낫디스터브."""
이마트 트레이더스 고양점,세종,"""애견동반 가능이라는 잇점도 놓치지 마세요."""
토곡요(土谷窯),세종,"""또한 카페 내부 및 전시장을 제외하고 애견동반이 가능하다."""
팔랑개비,전북,"""애견동반 가능한 카페라 우리강아지도 함께 방문했습니다."""
몽상블,전북,"""애견동반이 되는 곳이라 강아지랑 편하게 커피 마시고 왔어용 아이스 ..."""
판갤러리,전북,"""강아지 동반 카페라 애견인들이 너무 좋아할 곳이에요 !"""
허니비,전북,"""애견카페 아닌 애견동반카페"""
원데이오프,전북,"""애견동반카페?라고 본거 같은데... 지뢰 조심하세요 :) 어두울때 가면 달 ..."""
그날의온도,전북,"""애견 동반 카페로 전환되었습니다."""
Arrive 어라이브,전북,"""강아지동반되고 좋아요ㅋ빵도맛나용ㅋ"""
카페아리아,전남,"""애견 동반 가능한 분위기 좋은 카페!"""
구름이,전남,"""애견동반카페 미용전문샾입니다."""
꾸르커피,전남,"""애견도 동반되는거 같음 것이 바닥에 강아지들 장난감공같은 것들이 ..."""
구수리카페,전남,"""... 이제는 강진에 명소가 된것같네요 강아지미용과 동반이 가능한 카페 ..."""
카페하녹,전남,"""애견동반가능 .운치있고 마음이 편해진다"""
카페작금,전남,"""정말이뻐요 애견동반이라너무좋음 앞에 뛰어놀공간도있음 주말은 힘들수도"""
까망감 브런치카페,전남,"""애견동반가능이라 애들이 뛰어놀기에도 좋았어여~~^^"""
바우하우스,전남,"""애견동반 가능해서 좋았어요( ..."""
밀크레페,전남,"""예술적인(?) 공간이 많은 카페, 애견 동반 가능하며, 주차장이 넓습니다."""
니즈커피,전남,"""... 오픈했을때부터 가고팠던 커피숍이였는데 마침 애견동반이 가능한 ..."""
그림이있는방앗간,전남,"""야외 잔디밭 넓고 목줄하면 애견동반가능 실내도 쾌적하게 다섯테이블 ..."""
몽상블,전남,"""애견동반이 되는 곳이라 강아지랑 편하게 커피 마시고 왔어용 아이스 ..."""
향교길20,전남,"""애견동반 가능하다고 해서 찾아간곳."""
블랑주리,광주,"""... 오늘 애견과 동반 하였습니다"""
프리어,광주,"""손님도 많은데 애견동반 가능하게 해주신 사장님 흥하세요!"""
데이오프나이트,광주,"""애견동반 가능한 한적한 카페."""
닥터찰스,광주,"""강아지 동반이라 좋고 햇살좋은 까페예요"""
카페굴리엘모커피송정공원역점,광주,"""애견동반 카페라 강아지 데리고 갔더니 강아지가 제일 신났어요."""
슬로우무드,광주,"""조용하고 애견동반 가능이라 좋았어요 음료도 말차, 초코, ..."""
이이로 커피,경북,"""애견 동반카페 같이 갈수있는 장소가 있다는 것에 큰 점수..."""
도기온애견카페,경북,"""반려견과 동반인 입장료가 동일해서 부담은 좀 되긴하네요."""
오던,경북,"""애견동반 이용이 가능해서 개를 데리고 오시는 이용객도 많네요."""
셀 파파(Sel papa),경북,"""애견동반 가능한 카페입니다."""
경주 블리스커피,경북,"""경주 애견 동반 카페여서 찾아서 갔음."""
포즈 카페,경북,"""아 여기는 유치원 개조한 곳인데 애견동반으로도 좋쿤요"""
리베볼 -Liebevoll,경북,"""3. 귀여운 댕댕이 세 마리가 반겨주기도 하지만, 애견동반도 가능!"""
카페월든,경북,"""애견 동반이라 같이 데려갔어요."""
페이지38,경북,"""분위기좋네요 애견동반카페네요 경치 ..."""
할리독,경북,"""... 지나가면서 보기만했고, 주변에 다른 애견동반카페를 갔었거든요."""
오브제토(objeto),경북,"""애견동반 가능 카페라 좋아요.커피도 괜찮았습니다.다만 잔디출입금지 입니다"""
시크릿가든,경북,"""1인 1잔.. 애완견 동반되지만 실내 입장금지예요."""
카페휘게,경북,"""차분한 분위기에 애견동반 가능해서 좋아요 말차시리즈 메뉴 좋아요"""
카페 아오라 Ahora,경북,"""애견동반카페, 음식도 맛있습니다 ㅎㅎ"""
알티테라스,경북,"""애견동반 가능,3층까지의 넓은 가용공간 커피맛도 좋았다"""
카페괘릉,경북,"""맛있고 사장님 넘 친절하시고~~애견동반시 별채 이용하는데 완전 좋아요!!!!"""
오후애,경북,"""애견 동반가능 하고 음료자체가 이쁘고 맛도 좋아요"""
트리팜,경북,"""애견동반가능 카페로 야외에 좌석이 여러군데 있고 아기자기 좋습니다."""
텐빌리언,경북,"""애견동반 한옥카페라 특이하고 좋았어요!수풀레도 넘 맛났구요~~"""
프로다카페,경북,"""애견동반 가능해서인지 멍멍이들 데리고 많이 오시더라구요."""
어반플레이스,경북,"""애견동반 카페 중 갑 오브 갑"""
카페 메나쥬(Menage),경북,"""... 별관, 분수가 있는 야외정원, 미니 산책로가 있는 밀양 애견동반카페"""
카페모안,경북,"""애견동반인데 분위기가 조용하고 좋았습니다 커피맛도좋구요~~"""
단우물카페,경북,"""애견동반카페 검색해서 갔어여 주변이 조용하니 좋네요 쉬기도 좋았어여"""
카페 메이플,경북,"""강아지「동반」 카페 강아지 풀어놓으면 쫒겨남 꼭 안고있으세요"""
카페 페리토,경북,"""카페 분위기가 좋네요 3층 애견 동반 카페자리도 되게 좋았습니다!"""
꼬깜,경북,"""외부 테라스 애견동반 가능하며 의자 불편하지 않습니다."""
디어밸리,경북,"""애견동반카페라서 강아지데리고 방문하였습니다"""
곳,경북,"""애완견 동반 가능 카페."""
아미꼬뜨(Ami Cote),경북,"""애견동반카페.. 평일에 와봤는데 깔끔한 건물과 진한 커피."""
page38,경북,"""애견동반카페라 좋았어요."""
에이300,경북,"""애견동반카페~ 넓은 잔디에서 강아지들이 뛰어다니는 모습 보면 정말 귀엽다^^"""
엠비언트,경북,"""애견동반도 되고 너무좋았어요ㅎ"""
카페 페리토,경남,"""카페 분위기가 좋네요 3층 애견 동반 카페자리도 되게 좋았습니다!"""
포레스트 3002,경남,"""애견동반카페고 분위기도 좋네요"""
카페이소,경남,"""인생카페까지는 아니었으나 애견동반가능카페 중 꽤 마음에 드는 카페였다."""
카페누베,경남,"""애견동반가능하여 외부좌석에서 강아쥐랑 놀아주면 참좋아함."""
카페산청요,경남,"""영유아 산책 겸 동반 가능 굿굿."""
SS Coffee,경남,"""애견 동반 가능한 정원, 맛있는 케이크."""
코델리아,경남,"""야외테이블 애견동반이 가능하고 마창대교를 비롯한 마산앞바다 뷰가 멋지다."""
엘룬,경남,"""애견동반하면 1층만이용해야되서 불편함"""
카페 러마프,경남,"""애견동반가능하고 직원분도 정말 친절하십니다!"""
카페 메나쥬(Menage),경남,"""... 별관, 분수가 있는 야외정원, 미니 산책로가 있는 밀양 애견동반카페"""
오드이븐 기장점,경남,"""애견동반이긴하나 야외만 가능해서 겨울엔 좀 힘들거 같네요."""
어웨일카페펍,경남,"""애견동반 가능 사진맛집 전망 좋고 예쁜 카페"""
리스모어(LISMORE),경남,"""애완견 동반이 된다고 들었어요^^♡"""
카페월든,경남,"""애견 동반이라 같이 데려갔어요."""
피터펫카페 부산본점,경남,"""부산의 애견동반카페로 명소임에 분명하네요 ^^"""
썬업 다이브,경남,"""애견동반인 손님과 아닌 손님들이 나누어져 있음."""
셀 파파(Sel papa),경남,"""애견동반 가능한 카페입니다."""
카페아띠랑,경남,"""친절하신 대표님, 예쁜 애견동반카페!"""
일레븐 다대점,경남,"""분위기는 좋아요~~~ 특별히 애견인으로써 애견 동반 가능하고 애견 ..."""
은율당,경남,"""분위기 좋아요 커피도 디저트도 맛있습니다 애견동반카페입니다"""
허브팜민들레울,경남,"""... 하고 왔네욤 또 조만간에 가고싶네요 반려견도 동반가능하다고 하니 ..."""
카페 루시올레,경남,"""... 정말 멋졌습니다 음료는 무난합니다 닭도 있고 애견동반이라 좋네요"""
몽펍피,경남,"""애견카페 애견동반펍 애견동반식당 애견동반술집"""
오던,경남,"""넓게 탁트인 카페 애견 동반 실내 실외 가능"""
꼼마제빵소,경남,"""애견 동반 가능한 카페 겸 베이커리"""
이이로 커피,경남,"""애견 동반카페 같이 갈수있는 장소가 있다는 것에 큰 점수..."""
트리팜,대구,"""애견동반가능 카페로 야외에 좌석이 여러군데 있고 아기자기 좋습니다."""
더 플레이그라운드 로스터리,대구,"""애견 동반 카페 조용하고."""
디어밸리,대구,"""애견동반카페라서 강아지데리고 방문하였습니다"""
오던,대구,"""넓게 탁트인 카페 애견 동반 실내 실외 가능"""
카페부바스 두산점(본점),대구,"""1층은 애견 동반도 가능합니다."""
오가닉모가,대구,"""아이들, 애견동반도 가능합니다~ 빵은 못먹었는데 파운드케익이 유명하다네요"""
시크릿가든,대구,"""1인 1잔.. 애완견 동반되지만 실내 입장금지예요."""
자연충만,대구,"""실내는 안되지만 야외는 애견동반이 가능해서 좋아요."""
피플스커피,대구,"""사람이 많이 없을땐 애견동반(목줄착용)도 가능하다고 사장님이 얘기하네요."""
더디퍼,대구,"""느낌있는 포토존이 한가득에 강아지 동반도 가능헤서 취향저격이었어요."""
위드모데스티,대구,"""야외테이블,루푸탑은 애견동반가능 음료도 크로플도 맛있어요!"""
카페공가,대구,"""애견동반 카페로는 최고의 조건."""
카몬시 카페,울산,"""야외는 반려견도 동반가능한 카페여서 애견인들한테 추천하고 싶은 장소네요."""
히든블루,울산,"""힐링하기 너무좋아요 애견은 목줄하고 동반됩니다 직원분들도 친절 ..."""
카페 벼리,울산,"""후회 하지 않음 애견 동반가능"""
카페 수피아,울산,"""애견동반 가능한것도 좋은요소"""
시선310 간절곶점,울산,"""브런치는 별로임.애견과 동반하기 좋아요"""
은린,울산,"""애견동반 가능한 카페네요"""
리틀티가든,울산,"""정원이 너무 이쁘고 아이들과 강아지 동반이 가능해서 더 좋은것 같다."""
25디셈브리스,부산,"""숲속에있는 애견동반카페.힐링이 되는곳"""
카페 그랑시&오감쌀롱 퓨전술집,부산,"""일단 대형견도 동반이 되는 곳이라 제일 좋고요."""
느린토끼(슬로우래빗),부산,"""애견동반이 가능함 인테리어가 예쁨 주변은 볼게 없음"""
이플러,부산,"""애견동반카페 음식은 그냥 뭐.. 가격대바 좀 비싼감이 있음"""
브라운피크닉,부산,"""강아지를 키우고 있다면 동반방문해서 꽤 만족도 높을수 있다."""
온 타임 (own time),부산,"""반려견 동반도 가능하답니다."""
기장 농띠,부산,"""반려견동반이라 더욱 좋았구요 브라우니랑 꿀자몽 맛있었어요^^"""
Brunch Garden sup,부산,"""맛있게 먹기는 했는데 5점은 아님, 애견 동반 가능함, 점심 시간대에 ..."""
AVE.1465,부산,"""애견동반 가능한 카페이며, 야외 테라스 좌석이 있습니다."""
엘룬,부산,"""너무맛있어욯ㅎㅎ분위기도 좋고 애견동반하기도 좋음"""
카페드220볼트 부산본점,부산,"""애견동반도 가능하지만 야외석만 가능하단걸 참고 하세요."""
로앙,부산,"""한적하고 조용한 곳에 위치한 예쁜 애견동반카페.. 실외에 운동장도 ..."""
애견동반가능한둔치국수,부산,"""맛도있고 분위기도 좋고 애견동반가능해서 좋아요"""
카페 호나,제주,"""제주애견동반카페인데 정원도 잘되어있고 조용하고 분위기 좋아요."""
cafe3535.1,제주,"""애견동반 조용하고 편안한 카페입니다."""
다프네,제주,"""강아지가 있어서 애견동반 가능한 곳입니다."""
푸르곤,제주,"""넓은 부지에서 뛰어놀기 좋고, 애완견도 동반 가능한 것이 장점입니다."""
카페BB,제주,"""친절한 사장님들과 착한 시바이누들 ㅎㅎ 반려견동반해서 사진찍기도 ..."""
외도339,제주,"""애견동반 카페.커피 맛있어요"""
이태리너랑같이제주,제주,"""일단 애견동반이 가능해서 편했어요.음식도 깔끔하니 맛있고."""
차차신창,제주,"""안에도너무이쁘고 애견동반가능"""
주비카페(JUBI CAFE),제주,"""애견동반인데다 조용해서 너무 좋았습니다~"""
앤트러사이트 제주 한림점,제주,"""애견 동반 가능한 곳은 늘 음식, 음료 퀄리티가 아쉬웠는데, 이 집 괜찮아요"""
미스틱3도,제주,"""카페인데 엄청난 정원이있습니다.애견동반도 가능합니다"""
카페유주 (cafe yuzu),제주,"""베이커리가 참 맛있었으며, 애견 동반카페로 알려져있습니다."""
애월더선셋,제주,"""뷰가 아름답습니다 애견동반가능"""
