송도 센트럴파크,인천,인천광역시 연수구 송도동 24-5,,"여행,명소","""반려견 동반 산책길 좋아요""",http://www.insiseol.or.kr/institution_guidance/central_park/index.asp,,https://ldb-phinf.pstatic.net/20150206_40/1423212003663lXU7F_JPEG/%C0%CE%C3%B5_%BC%DB%B5%B5%BC%BE%C6%AE%B7%B2%C6%C4%C5%A9%B0%F8%BF%F8_1.JPG?type=m500_500,279825,533014
소금산그랜드밸리,강원,강원도 원주시 지정면 간현리 1056-24,,"여행,명소","""출렁다리만 안가면 애완견 동반 산책 가능합니다""",https://www.wonju.go.kr/tour/contents.do?key=4075&,"소금산그랜드밸리 및 나오라쇼 임시휴장 안내

소금산그랜드밸리 집중호우로 인한 간현관광지 시설물 피해가 발생하여 이를 복구하고 시설물 점검 및 안전확보를 위해 임시휴장 안내드립니다.

휴장시설/기간
- 소금산그랜드밸리(주간코스)
2022. 8. 9(화) ~ 8. 15(월)

- 나오라쇼(야간코스)
2022. 8. 9(화) ~ 9. 5(월)

※ 간현관광지 시설물 복구 상황에 따라 휴장기간 연장 가능

위 사항을 참고하시어 이용에 불편함이 없으시길 바랍니다.",https://ldb-phinf.pstatic.net/20150901_127/1441034282345mB0ty_JPEG/13419069_0.jpg,385494,529192
남이섬,강원,강원도 춘천시 남산면 방하리 197,0507-1311-8114,"여행,명소","""애견동반 해서 힐링하기 딱 좋았어요~""",http://namisum.com/,"※ 남이섬은 [동화나라, 노래의섬]을 컨셉으로 다양한 문화행사, 콘서트 및 전시를 꾸준히 개최해 오고 있으며, 어린이들에게는 꿈과 희망을, 연인들에게는 사랑과 추억을, 문화계 인사들에게는 창작의 터전과 기반을 마련해 주고 있는 자연생태 문화공간입니다. 주요시설로는 노래박물관, 그림책놀이터, MICE센터, 아트숍, 유니세프라운지 등의 문화시설과 투개더파크, 나눔열차, 스토리투어버스 등의 유기시설이 갖춰져있고 다양한 메뉴를 즐길 수 있는 식음시설, 다양한 테마로 꾸며진 객실과 강변의 독립적인 공간을 가진 별관으로 이루어진 숙박시설 호텔정관루가 있습니다.",https://ldb-phinf.pstatic.net/20200305_53/1583381401649zMW7q_JPEG/y9gRbARsJ-5zyzbWNH4AVX7y.jpg,358469,576508
강촌레일파크 경강레일바이크,강원,강원도 춘천시 남산면 서천리 226-6,,"여행,명소","""직원분 친절하시고.. 레일바이크 애견동반이 있어 좋았습니다""",https://www.railpark.co.kr/,"경강레일바이크는 4인승 레일바이크와 펫바이크 이용이 가능합니다

세계 최초 반려견 동행 경강 PET BIKE

- 수도권에서 1시간 20분 거리
- 반려견 전용 탑승석이 설치되어 반려가족 모두 편하게 함께 즐길 수 있는 레일바이크
- 약 300평 규모의 반려견 운동장과 휴식시설

- 펫바이크와 반려견 운동장은 무게 10kg이하의 반려견만 이용이 가능합니다. 

자세한 내용은 강촌레일파크 홈페이지의 펫바이크 카테고리를 확인해주시기 바랍니다.",https://ldb-phinf.pstatic.net/20180912_285/1536713978172hIcRz_JPEG/5LsAsWsxZ1sSNuXYak7cXVrQ.jpg,360593,582390
휴휴암,강원,강원도 양양군 현남면 광진리 1,,종교,"""강아지도 동반해서 들어갈수있습니다""",http://huhuam.org,,https://ldb-phinf.pstatic.net/20220321_79/1647854503013cOJLN_JPEG/20220321_100422.jpg,467626,595655
허균.허난설헌기념공원,강원,강원도 강릉시 초당동 475-3,,"여행,명소","""애견동반 불가로 주변만 둘러보고 옴.""",,,http://blogfiles.naver.net/MjAxOTA1MjRfOCAg/MDAxNTU4NjU5NTE4ODc0.agpY7adYwEl2OXV3lFcr1C_7Blw6cAUFmfcYd5KeAu0g.tO7Fk6SM70Cho8JNaNmTWSm2dfqOOTzIEbDm4Ot4YgEg.JPEG.pinegn/a_%281%29.JPG#2000x1333,480313,576971
신정호,충남,충청남도 아산시 점양동 산5 신정호공원,,"여행,명소","""뛰놀기 좋고 애견동반 가능.""",http://sinjungho.asan.go.kr/,"신정호는 일제강점기인 1926년에 만들어진 담수면적 92ha의 인공호수이다. 자연경관이 수려해서 온양온천과 함께 관광객이 많이 찾아들자 1971년 국민관광지가 되었다가 1984년 국민관광단지로 바뀌었다. 

수정궁·수상각 등의 휴식처와 낚시터가 있고 호수에서 모터보트·오리배 등을 탈 수 있다. 8.45m 높이의 이순신동상이 서 있으며 잔디광장·야영장·조류사·체육시설 등이 마련되어 있어 청소년 심신단련장이나 단체 야외모임장으로 널리 이용된다. 

주변에 현충사·온양민속박물관·외암리민속마을·온양온천·도고온천 등 관광지가 많다. 찾아가려면 장항선을 타고 온양온천역에 내려 신정호행 시내버스를 타거나, 승용차로 경부고속도로 천안인터체인지를 나와 21번 국도를 타고 온양온천을 거쳐 온양고등학교 앞 사거리에서 좌회전하면 신정호가 나온다.",https://ldb-phinf.pstatic.net/20150831_230/1441017521198GMYk6_JPEG/116172515824480_0.jpg,309121,461761
부여서동요역사관광지,충남,충청남도 부여군 충화면 가화리 275,,"여행,명소","""... 수 있는 곳 등 사진 스팟들이 있고 강아지 동반이 가능해서 좋았어요""",,,,294395,394520
신정호유원지,충남,충청남도 아산시 방축동 685-1,,"여행,명소","""애견동반 나들이로 최고입니다""",,,,309187,464206
삽교호 함상공원,충남,충청남도 당진시 신평면 운정리 197-3 삽교호함상공원,,"여행,명소","""아이들 동반 가족 산책으로 베스트.""",http://www.dpto.or.kr/new/main/main.php,"충청남도의 관광정책사업의 하나로 지역사회에 대한 다양한 문화공간 제공과 경제 활성화에 이바지하기 위하여 조성하였다. 바다에 정박한 상태의 대형상륙함과 구축함에 해군과 해병대의 역사와 문화를 직접 체험할 수 있는 전시관을 설치하고, 수륙양용장갑차와 항공기, 함포 등 해군 장비를 전시한다. 이와 함께 놀이공간, 기념품점, 특수입체영상관, 함상카페, 전투식량 전문식당 등 관람객을 위한 편의시설과 어린이들을 위한 나무곤충만들기 목공예 체험장이 있다. 전시관 밖에는 길이 약 150m의 선착장과 각종 이벤트가 열리는 우드테크가 설치되어 있어 바다를 가까이 즐기려는 관광객들이 많이 찾아온다. 하절기(3월~11월)는 오전 9시부터 오후 7시, 동절기(12월~2월)는 오후 5시까지 개장한다. 주변 관광지로는 왜목일출, 서해대교, 난지도해수욕장, 솔뫼성지 등이 있다.",https://ldb-phinf.pstatic.net/20150206_283/1423206687941GroGs_JPEG/%C3%E6%B3%B2_%C7%D4%BB%F3%B0%F8%BF%F8_1.JPG?type=m500_500,295421,477220
송암스페이스센터,경기,경기도 양주시 장흥면 석현리 410-1,,"여행,명소","""아이를 동반한 가족이 많았고, 아이들 교육으로도 좋을것 같아요""",http://www.starsvalley.com/,"송암스페이스센터는 한일철강 회장을 역임한 송암 故엄춘보선생님이 경기도 양주시 장흥면 계명산 형제봉(해발 430미터) 자락에 사재를 들여 설립한 사설 천문대다.

주 관측실인 뉴턴관(Newton館)에는 한국천문연구원이 국내 최초로 국산화에 성공한 600mm 리치 크레티앙식(Ritchey Chretien式) 반사망원경을 설치하여 좀 더 편리하고 선명하게 별자리를 관측할 수 있다.

보조 관측실인 갈릴레이관(Galilei館)에는 반사식, 반사굴절식, 굴절식 등 7대의 보조 망원경와 CCD 카메라, 디지털 카메라, 중급 망원경 등의 보조 관측 장비를 갖추고 있다.

별빛 사이사이 맛있는 이야기가 있는 레스토랑 카페, 눈 앞의 자연과 함께 호흡하고 아름다운 추억과 맛있는 이야기가 있는 스타스 키친이 있다.

그밖의 시설로 시뮬레이션을 통해 우주 여행을 체험할 수 있는 챌린저 러닝 센터(Challenger Learning Center), 돔 형태의 천장에 비친 별자리를 편안하게 감상할 수 있는 디지털 플라네타리움(Digital Planetarium)과 지상 4층 규모의 연수, 숙박 시설인 스타 하우스(Star House), 33인용 케이블카 2대가 있다.",https://ldb-phinf.pstatic.net/20201217_66/1608170898079EugGa_JPEG/AOB_AOxSiOzPyiMyV9xK9XC-.jpg,306996,570916
전주 한옥마을,전북,전라북도 전주시 완산구 남노송동 100-1,,"여행,명소","""애견동반 식당과 카페가 많아 편했음""",http://hanok.jeonju.go.kr,"전주 풍남동 일대에 700여 채의 한옥이 군락을 이루고 있는 국내 최대 규모의 전통 한옥촌이며, 전국 유일의 도심 한옥군입니다. 1910년 조성되기 시작한 우리나라 근대 주거문화 발달과정의 중요한 공간으로, 경기전, 오목대, 향교 등 중요 문화재와 20여개의 문화시설이 산재되어 있으며, 한옥, 한식, 한지, 한소리, 한복, 한방 등 韓스타일이 집약된 대한민국 대표 여행지입니다.",https://ldb-phinf.pstatic.net/20150206_200/1423208738185CbXmY_JPEG/%C0%FC%BA%CF_%C0%FC%C1%D6%C7%D1%BF%C1%B8%B6%C0%BB_1.JPG?type=m500_500,323714,357937
임실치즈테마파크,전북,전라북도 임실군 성수면 도인리 689,,"여행,명소","""무료입장에 애견동반 가능입니다.""",http://www.cheesepark.kr,"임실N치즈의 맛과 멋이 깃든 힐링공간
드넓은 초지, 유럽풍의 아름다운 경관을 무대로 펼쳐지는 문화관광의 장으로써,
임실치즈관광산업의 미래를 열어가는 중심, 임실치즈테마파크 입니다.
임실N치즈를 테마로 한 국내 유일의 체험형 관광지 임실치즈테마파크는 다양한 콘텐츠의 사업을 통해 '임실치즈테마파크'를 완성해 했습니다. 봄 여름 가을 겨울 사계절 축제를 통해 임실치즈산업 전반을 선도하고 지역경제를 이끌겠다는 결심이 하나의 테마파크를 완성시켜 가면서 관광객들에게 재방문의 기회를 높여 추억만들기의 감동을 선사합니다. 사랑으로 만들어지는 임실N치즈는 갖가지 요리로 선보이면서 건강한 맛으로 탄생되어 인기 만점입니다.",https://ldb-phinf.pstatic.net/20201204_261/16070434649871zdiP_JPEG/M1vPDhG7G3IPr-PgHw8NcPaM.jpg,336910,337283
메타세쿼이아 가로수길,전남,전라남도 담양군 담양읍 학동리 633,,지역명소,"""... 친구들과 함께 방문하거나 아이들과 동반하기에도 적합하다""",,"전라남도 담양군 담양읍 담양군청 동쪽의 학동교차로에서 금월리 금월교에 이르는 옛 24번 국도가 담양의 대표적인 메타세쿼이아 가로수길이다. 옛 국도 바로 옆으로 새롭게 국도가 뚫리면서 이 길은 산책을 하거나 자전거를 탈 수 있는 도로가 되었다. 그 외에 담양군 월산면에서 담양읍을 잇는 15번 지방도, 봉산면과 담양읍을 잇는 29번 국도, 금성면과 순창군을 잇는 24번 국도 일부 구간에도 메타세쿼이아 가로수길이 조성되어 있다. 

가로수길의 총 길이는 약 8.5km로 도로를 사이에 두고 양쪽 길가에 높이 10~20m의 메타세쿼이아가 심어져 있는데 1970년대 초반 전국적인 가로수 조성사업 때 담양군이 3~4년생 메타세쿼이아 묘목을 심은 것이 현재의 울창한 가로수 터널길이 되었다. 국도 24번 확대포장 공사 당시 사라질 뻔 했던 것을 담양군민의 노력으로 지켜낸 결과 현재 담양을 상징하는 장소가 되어 많은 관광객들을 불러 모으고 있다. 

산림청과 생명의숲가꾸기운동본부 등에서 주관한 ‘2002 아름다운 거리숲’ 대상을 수상했고, 2006년 건설교통부 선정 ‘한국의 아름다운 길 100선’의 최우수상을 수상한 길이다.",https://ldb-phinf.pstatic.net/20140407_112/1396856982569nImf1_JPEG/%C0%FC%B3%B2_%B4%E3%BE%E7%B8%DE%C5%B8%BC%BC%C4%FB%C0%CC%B3%AA%B0%A1%B7%CE%BC%F6%B1%E6_1.jpg?type=m500_500,310161,303365
5.18자유공원,광주,광주광역시 서구 치평동 1161-6,,"여행,명소","""자녀와 동반 권유 합니다. 주변에 먹자골목도 있어서 좋습니다.""",,"5·18민주화운동 당시의 상무대 법정·영창 등을 원래 자리에서 100m 떨어진 현재의 자리로 옮겨 복원하고, 5·18민주화운동 관련자료와 영상물을 전시하는 자유관을 신축하였다. 부지면적은 3만 3,058㎡이고, 총면적은 3,031㎡이다. 5·18민주화운동에 참여했던 시민들이 군사재판을 받았던 법정과 6개의 감방으로 이루어진 영창이 있다. 그밖에 연행자들이 고문과 조사를 받았던 헌병대 중대 내부반, 임시취조실로 사용한 헌병대 식당, 고문수사와 재판을 지휘한 계엄사합동수사본부 특별수사반이 임시본부로 사용한 헌병대 본부사무실 등이 있다.",https://ldb-phinf.pstatic.net/20150831_91/1441010475163pRCCp_JPEG/126172525026627_0.jpg,294547,283965
조례호수공원,전남,전라남도 순천시 조례동 1867,,"여행,명소","""... 하구요 애와견 동반가능합니다""",,,https://ldb-phinf.pstatic.net/20200412_283/158665649696422nId_JPEG/xSeijKL9M8I8kijzAtoYzIUx.jpg,356670,263494
수락산유원지,경기,경기도 남양주시 별내면 청학리 540-4,,"여행,명소","""유아동반이딱입니다.강가라서애들과놀기에정말좋습니다.오리보트타 ...""",,,,321351,567301
서울랜드,경기,경기도 과천시 막계동 33,,"여행,명소","""강아지들이랑 산책을하는데 벚꽃이 너무 예쁘고 사진찍기도 너무 좋아요""",https://seoulland.co.kr,운영시간은 홈페이지에서 꼭 확인해주세요!,https://ldb-phinf.pstatic.net/20150206_149/1423206263185bkw2s_JPEG/%B0%E6%B1%E2_%B0%FA%C3%B5%BC%AD%BF%EF%B7%A3%B5%E5_1.JPG?type=m500_500,313385,537319
올림픽공원,서울,서울특별시 송파구 방이동 88-3,,"여행,명소","""워낙 유명하죠 강아지 산책시키기 좋아요""",http://www.olympicpark.co.kr/,"전체면적은 43만 8000평이다. 서울특별시가 1,823억 원의 사업비를 들여 1984년 4월에 착공해 1986년 4월에 완공하였다. 운영은 서울올림픽기념국민체육진흥공단과 한국체육산업개발(주)이 맡고 있다. 원래는 1986년 서울아시아경기대회와 1988년 서울올림픽대회를 목적으로 건설되었으나, 지금은 체육·문화예술·역사·교육·휴식 등 다양한 용도를 갖춘 종합공원으로 이용되고 있다.

3개 테마공원으로 구분되는데, 첫째는 산책·조깅 코스, 건강지압로, 인라인스케이팅, 레포츠 킥보딩, 엑스게임경기장으로 이루어진 건강올림픽공원이고, 둘째는 몽촌역사관, 몽촌토성, 평화의 성지, 조각작품공원, 올림픽미술관으로 이루어진 볼거리 올림픽공원, 셋째는 호돌이 관광열차, 음악분수, 웨딩사진 찍기, 이벤트 광장 등으로 구성된 재미있는 올림픽공원이 그것이다.

주요 시설은 다음과 같다. ① 올림픽 회관:면적은 1만 7305㎡(지하 2층, 지상 15층)이며, 사무실·회의실·전시실·자료보관실·대연회실 등을 갖추었다. 서울 아시아경기대회와, 서울올림픽경기대회 때는 조직위원회 사무실로 사용하고, 그후에는 대한체육회 회관으로 사용되고 있다. ② 경륜장:면적은 5,148㎡이며, 수용인원은 6,000명이다. 타원형에 지붕이 없고, 트랙은 너비 7m, 길이 333.3m이고, 경사는 7∼38°이다. 서울올림픽 때는 사이클 경기장으로 사용되었으나, 1994년부터는 경륜장으로 사용되고 있다. ③ 역도경기장:면적은 5,617㎡(지상 3층), 수용인원은 3,500명이다. 14×14×0.9m의 무대가 설치되어 있고 3x3m의 연습포디움 10개가 있다.

④ 펜싱경기장:면적은 8,750㎡(지하 1층, 지상 3층)이며, 수용인원은 7,000명이다. 마루는 70×55m, 전광판은 78×5m이며, 원형 지붕은 실리콘 파이버글라스로 덮었다. ⑤ 체조경기장:면적은 1만 1800㎡(지하 1층, 지상 3층), 수용인원 1만 5000명이다. 일부 좌석(5,600석)을 전동식으로 설치하여 이동이 가능하며 다용도로 사용된다. 마루 면적은 67×43m이다. ⑥ 테니스경기장:면적은 2만 9064㎡(지상 3층)이며, 총 18면의 경기장과 2면의 전광판을 갖추었다. 수용인원은 1만 명이다. ⑦ 수영장:면적은 1만 2742㎡(지하 1층, 지상 3층)이며, 수용인원은 1만 명이다. 경영풀, 다이빙용·연습용 풀, 다이빙 준비풀 등으로 구성되어 있다.

이 밖에 몽촌토성지(夢村土城址:사적 297)가 복원되었고, 세계 110개국 200여 조각가들의 작품으로 조성된 올림픽 조각공원, 세계평화의 문, 88놀이마당, 산책로, 올림픽문화센터, 야생화단지, 야외미술관 등 다양한 시설이 있다.",https://ldb-phinf.pstatic.net/20140407_31/1396855799028fnyCj_JPEG/%BC%AD%BF%EF_%BF%C3%B8%B2%C7%C8%B0%F8%BF%F8_1.JPG?type=m500_500,322672,546893
경의선숲길,서울,서울특별시 마포구 연남동,,"여행,명소","""강아지가 뛰어놀기 좋은곳같아요.비만 안왔으면 더 좋았을거같아요""",,,https://ldb-phinf.pstatic.net/20220725_187/1658695061504fadgB_JPEG/BandPhoto_2022_07_24_03_13_26.jpg,305047,551630
월드컵공원,서울,서울특별시 마포구 상암동 481-6,,"여행,명소","""강아지와 산책하기 좋은곳""",http://parks.seoul.go.kr/worldcuppark,"서울특별시 마포구 서울월드컵경기장 인근의 난지도에 조성된 공원으로 6년에 걸친 안정화 사업과 1년 이상의 공원화 공사를 거쳐 2002년 5월 1일 개장하였다. 

1978년부터 15년간 쓰레기 9,200만t을 매립한 105만 평의 부지에 조성되었으며, 환경월드컵의 상징물로 습지와 꽃밭, 연못, 요트장, 흙길 마라톤 코스 등을 갖춘 5개 테마 생태공원으로 이루어져 있다.  5개 공원 가운데 평화의 공원과 난지천공원, 난지한강공원, 하늘공원은 개장 당일에 문을 열었고, 노을공원은 9홀 규모의 대중 골프장 공사가 2004년 6월에 완성되었다. 평화의 공원은 서울월드컵경기장에서 가장 가까운 곳에 있으며, 피크닉장과 자연학습장 등이 들어서 있다. 

해발고도 98m 높이에 있는 하늘공원에서는 서울시내는 물론 남산·북한산·관악산을 육안으로 볼 수 있으며, 22개의 전망대가 설치되어 있다. 또 5만 평의 초지에는 참억새, 서양민들레, 갓꽃 등이 심어져 있고, 지름 8m의 날개가 돌아가는 5대의 풍력 발전기가 세워져 있다.

강변북로 너머 한강변에 펼쳐져 있는 난지한강공원에는 전통국궁장과 제17회 월드컵축구대회 때 세계의 젊은이들이 이용했던 캠프장과 축구장, 농구장, 잔디광장, 유람선 선착장, 자연생태 습지 등이 마련되어 있다. 평화의 공원과 하늘공원은 2㎞ 구간의 산책로로 이어져 있고, 하늘공원과 노을공원의 둘레로 5.8㎞의 조깅 코스도 조성되어 있다.",https://ldb-phinf.pstatic.net/20140407_127/1396854643144AUl1C_JPEG/%BC%AD%BF%EF_%BF%F9%B5%E5%C4%C5%B0%F8%BF%F8_1.JPG?type=m500_500,301166,552768
낙산공원,서울,서울특별시 종로구 동숭동 산2-10,,"여행,명소","""강아지델구 산책하기 좋아요""",,,https://ldb-phinf.pstatic.net/20150206_168/1423208895240mYvq9_JPEG/%BC%AD%BF%EF_%B3%AB%BB%EA%B0%F8%BF%F8%28%BC%B3%B0%E6%29_1.JPG?type=m500_500,312543,553603
석촌호수(동호)수변무대,서울,서울특별시 송파구 신천동 32,,자연공원,"""운동하는분들이 많은게 조금 아쉽지만 강아지랑 놀기좋아요""",,,,321083,545946
