솔밭근린공원,서울,"""강아지들이랑 산책다녀옴 사람들많고 근데 그만큼 앉아서 쉴 수 있는 ..."""
올림픽공원 들꽃마루,서울,"""넓고 깨끗하고 강아지와 산책하기 좋아요"""
홍릉근린공원,서울,"""오늘도 강아지산책 좋아요"""
안양예술공원,서울,"""강아지와 함께 산책하기 좋은 최고의 코스"""
경의선 책거리,서울,"""한적하고 강아지 많고."""
일산호수공원,서울,"""강아지 산책으로 최고."""
열린숲,서울,"""아기랑 강아지 데리구 산책하기좋아요 ㅋㅋ공휴일, 주말에 사람엄청많음 평일추천"""
서울 방이동 고분군,서울,"""강아지들이랑 산책오시는분들도 많아요!"""
마들근린공원,서울,"""강아지운동장이 있어서 좋음"""
의릉,서울,"""바로 옆 대학교쪽으로 강아지 산책시키기 좋음."""
평화문화진지,서울,"""강아지 산책시킬 최고의 장소."""
몽촌역사관,서울,"""강아지 데리고 오시는 분들 내보내시는 경비원분 생각좀 해주셨으면"""
수국사,서울,"""훈이라는 강아지가 맞아주는데 너무 귀여워요"""
고강선사유적공원,서울,"""아이들이랑 강아지랑 산책하기 좋아요"""
시흥갯골생태공원,서울,"""강아지랑 산책하기 좋았어요"""
미사경정공원,서울,"""깔끔하고 강아지와 산책이 가능해서 너무 좋았어요~"""
행주산성역사공원,서울,"""강아지 데리고 산책 좋고~ 강뷰가 좋아요"""
감악산 출렁다리,경기,"""... 신남~ 강아지하고 등산하기 좋은곳이네요~ 추천하고싶은곳입니다."""
다산생태공원,경기,"""강아지랑 산책하려고 자주가는데 코스도 길고 풍경도 좋아요."""
상동호수공원,경기,"""강아지들이랑 항상 산책을 자주 갑니다."""
부천중앙공원,경기,"""강아지랑 산책하기 너무 좋아요."""
피아노폭포,경기,"""강아지 산책은 적절하지 않음"""
배곧생명공원,경기,"""강아지랑 산책하기 좋아요"""
고인돌공원,경기,"""산책하기 좋아요 강아지들이 넘 많아서 약간 불편함"""
도당공원(도당근린공원),경기,"""... 모습이 가장많이보인다 거기에 강아지 산책도~~~~~^ 사계절전천후 ..."""
능골공원,경기,"""강아지 산책하기에도 좋고 아이와는 물론 어르신들 운동기구도 있어 ..."""
용문산 용문사,경기,"""시원하고 강아지산책하기에 넘좋네요."""
노적봉폭포공원,경기,"""강아지랑 산책하기 좋아요"""
당정근린공원,경기,"""강아지 산책 하기 좋은곳"""
밤밭청개구리공원,경기,"""강아지나 어린아이 산책하기 좋아요~ 율전동 주민이라면 올만합니다.^^"""
도당근린공원 백만송이장미원,경기,"""강아지 산책하기에도 좋습니다^^"""
경기상상캠퍼스,경기,"""산책하기 좋아요 강아지들 운동장도 작게 있구요"""
동탄 센트럴파크,경기,"""강아지 데리고 산책하기 넓고 좋아요"""
덕평공룡수목원,경기,"""다만 동물관에서 강아지들을 다른 동물들과 함께 축사에서 키우는 건 ..."""
오산맑음터공원,경기,"""강아지와 시간을 보낼 수 있는곳"""
자라섬,경기,"""강아지 산책, 연인 조용한 데이트, 사색등로 최고"""
중대물빛공원,경기,"""강아지랑 산책 하기도 좋아요"""
남한산성 전승문,경기,"""강아지 데리고 산책하기 좋아용"""
안산호수공원,경기,"""강아지 산책 하기 너무 좋아요"""
회암사지박물관,경기,"""넓은 공원은 아니나 탁트인 잔디밭이 좋습니다. 강아지산책도 좋고."""
한강1경(두물경) 두물지구,경기,"""강아지 데리고 산책 최고!!!"""
일산문화공원,경기,"""강아지 산책하기 딱 좋아요"""
남양주한강공원 삼패지구,경기,"""강아지 산책하기 너무 좋아요"""
율봄식물원,경기,"""강아지 특히좋음 그리고 딸기,레일바이크,동물먹이 주는거 재밌음"""
평촌중앙공원,경기,"""강아지 산책하시려면 평일낮을 추천합니다"""
유니온타워,경기,"""전망대 앞에 공원이 있어서 강아지와함께 산책하기도 좋고 주차비와 ..."""
개들의정원,경기,"""다양한 사진 및 강아지 풀어놓고 사람들은 편하게 수다나 쉬기 편해요"""
강아지숲,강원,"""강아지가 재밌게 잘 놀았어요!!!:)"""
허브나라농원,강원,"""강아지도 갈 수 있고 좋아요."""
의암공원,강원,"""놀고 소풍가기 좋아요 운동장도 있어요 강아지 산책도 좋아요"""
공지천 유원지,강원,"""강아지와자전거도로와휴식 공간이좋왔습니다.와이파이고간이많았으면좋겠습니다"""
청평사,강원,"""강아지동반 가을여행~ 고즈넉한 산사의 가을"""
강릉쌍둥이동물농장,강원,"""아이들 강아지와 병아리랑 놀기는 아주좋아요."""
구곡폭포관광지,강원,"""시원해요 강아지도 함께 들어갈 수 있어서 더 좋아요"""
행구수변공원,강원,"""강아지랑 산책하기 참 좋아요"""
경포대,강원,"""강아지랑 산책하기 좋더군요 사진 찍기도 괜찮아요"""
횡성 호수길 제5구간,강원,"""둘레길강아지동반금지가많은데 강아지랑산책할수있어서 너무좋았음"""
무궁화공원,강원,"""호젓하게 강아지 산책 시키기가 너무 좋은공간입니다."""
김유정문학촌,강원,"""강아지랑 주변 산책하기좋아요"""
대관령 하늘목장,강원,"""넓고 강아지 데리고 놀기 좋은데 너무 넓어서 결국 다 못돌아봤오요"""
38선휴게소,강원,"""애견해변잇어서 강아지 산책로도 괜찮은데.반려견 애티캣은기본!"""
멍비치,강원,"""여름에 강아지와 함께 즐거운 시간을 보내기 좋아요!"""
도그라운드,강원,"""강아지들이 너무나 사람을 좋아하구요. 사장님께서 시간때가 맞으면 ..."""
금돈 돼지문화원,강원,"""조랑말, 강아지 등을 기르시는데 아이들도 좋아하네요ㅎ"""
펫힐링 달빛동물원,강원,"""... 이전에 없었던 아기 강아지 3마리가 있어 아이들이 너무 좋아했어요!"""
대관령주주파크,강원,"""먹이주는 체험도하고 같이놀고 귀요운 ㅌ7끼랑 강아지가 있어서"""
금은모래강변공원,강원,"""인적이드물어서 강아지 산책시키기 좋아요"""
하늘마루염소목장,강원,"""염소가 배불러서 많이 안 놀아줬고 ㅠㅠ 강아지가 너무 ..."""
의림지,충북,"""혼자여도 강아지랑 같이여도 늘 산책하기 최고인곳~"""
비내섬,충북,"""... 그리고 강아지 산책시 변은 반드시 수거하시길"""
사인암(舍人巖),충북,"""앞에 파스타집도 최고 맛있고 절에는 귀여운 강아지들이 있어요!"""
중앙탑사적공원,충북,"""넓고 깨끗하고 텐트 치고 강아지 뛰놀고 평화롭네요."""
단양패러마을,충북,"""치킨같은 배달음식 배달 불가지역이니 주의 여기 강아지 졸귀"""
관아공원,충북,"""저녁때 강아지와 산책하기 좋아요."""
정방사,충북,"""산사에 강아지 두마리와 시원한 풍경."""
상당산성,충북,"""애견인들에 성지인듯 강아지데리고 산책하기정말좋아요"""
정북동 토성,충북,"""강아지를 데리고오면 줄을 풀어놓고 산책할 수 있을만큼 부지가 넓습니다."""
좌구산 휴양랜드 좌구산자연휴양림,충북,"""... 출렁다니건다가면서전경들을감상해서좋고강아지무서워하는모습도 ..."""
강당골계곡,충북,"""ㅎ 강아지도 데리고 갈수있고 단 모기가 많으니 조심조심"""
켄싱턴리조트 충주,충북,"""5년여만에 강아지만을 위한 여행을 했다."""
고고독,충북,"""강아지가 놀기 좋아요"""
안면송림,충북,"""강아지랑 산책하기좋았음 소나무가많아그늘이좋음"""
설봉공원,충북,"""강아지 데리고 산책하기 너무 좋습니다 ^^^*"""
봉곡사,충북,"""강아지가 으르릉 거려요."""
정읍사공원,충북,"""강아지랑 산책하기 너무 좋고 정읍에 이런 곳이 생겨서 너무 좋습니다"""
더놀자 애견펜션,충남,"""좋네요 강아지랑 편하게 놀다왔어요"""
대부바다향기테마파크,충남,"""볼건없고 강아지 산책 하기만 좋아요"""
의성펫월드,충남,"""넓은 강아지운동장과 넓은 사이트, 개별울타리, 깨끗한 화장실과 샤워 ..."""
일락사,충남,"""사람은 없었고, 순남이라는 강아지가 반갑게 맞이해주고, 갈때 친절 ..."""
BARACHEL (바라겔),충남,"""쾌적하고 환경이 아이들이(강아지) 뛰어놀기 좋아요~"""
펫츠라이프,충남,"""... 에 있는 강아지들이 너무 귀엽다."""
마장호수 출렁다리,충남,"""강아지와 산책하기 좋아요"""
안면도 하늘지기애견펜션,충남,"""펜션 예쁘고 울 강아지 넘 좋아하며 잘 놀았어요."""
물건리 방조어부림,충남,"""강아지랑 가볍게 산책하기 좋아요^^"""
빛가람호수공원,충남,"""강아지들대리고산책하기딱좋은곳"""
홍길동테마파크,충남,"""안에까진 아들어 가봤지만 깨끗하고 한적해요~ 강아지 두마리가 반겨줌 비글ㅋ"""
배알도수변공원,충남,"""강아지 둘과 개모차타고 다녀옴 주차장도 깨끗했고 전반적으로 걷기 ..."""
풍암생활체육공원,충남,"""강아지랑 산책하기 좋아요"""
남도식당,충남,"""강아지 전용룸이 있어서 편리할거같고 일단 사장님이 기본적으로 맛을 ..."""
아산 곡교천 은행나무길,충남,"""울 강아지랑 산책 자주 가는곳이예요"""
외암민속마을,충남,"""예쁜 마을, 귀여운 강아지."""
칠갑산얼음분수축제,충남,"""염소 토끼 강아지 ㅎㅎ 아쉬운 부분은 먹을 거리가 없습니다."""
개화예술공원,충남,"""강아지가 너무 귀엽더라고요"""
장항송림산림욕장,충남,"""강아지 산책하기 좋은곳입니다"""
청포대해수욕장,충남,"""그인간만안봤어도 기분좋았을텐데 진심 강아지 어디아퍼보였고."""
세종호수공원,충남,"""데이트하고 강아지산책코스 굿 주차하면 꼭 외워서둬야될듯"""
노라쥬,충남,"""... 채험 강아지 채험 각종 많아서 너무좋아요.!"""
바람새마을,충남,"""여기저기 촬영스팟도 되어있고 강아지들이랑 사진찍고 ..."""
영평사,충남,"""강아지들이 보이지 않아서 아쉬웠음."""
태조산공원,충남,"""강아지랑 등산로로 산책하는데 나무 냄새가 너무 좋았어요."""
천안삼거리공원,충남,"""강아지 산책하러 많이 와서 좋아요"""
세계꽃식물원,충남,"""강아지 데리고 산책온 사람도 많아서 개가 있다면 방문해보는것도 ..."""
쌍용공원,충남,"""강아지랑 산책하기 좋아요"""
한밭수목원,충남,"""강아지 산책하기 좋아용~ 우리댕댕이"""
코리아플라워파크,충남,"""강아지랑 좋은 추억 만들었어요"""
청산수목원,충남,"""강아지도 같이 들어갈 수 있어서 좋았습니다."""
서산중앙호수공원,충남,"""강아지대리고산책하기좋아요"""
개떼놀이터 천안아산점,충남,"""아 강아지들 파라다이스"""
옥구공원,인천,"""조용하니 강아지랑 산책하기 좋음~"""
터펜션,인천,"""강아지랑 재밌게 놀았네요.^^"""
구갈 레스피아,인천,"""강아지랑 산책오기 좋은 곳"""
광교호수공원,인천,"""강아지 산책하기 좋아요 자연이 잘가꾸어져있어요"""
삼막애견공원,인천,"""강아지 데리고 가기 좋은 곳"""
ACE동물병원,인천,"""강아지 종양때문에 갔는데 친절하게 설명해 주시네요."""
만석공원,인천,"""강아지들과 산책하기 좋네요"""
행주산성,인천,"""강아지랑 산책하기.좋아요 다만 그늘이없음"""
신트리공원,인천,"""강아지 산책시키기 좋아요~"""
인천대공원,인천,"""강아지들이랑 산책가기 너무 좋은곳!"""
드림파크 야생화공원,인천,"""강아지 데리고 산책하기 좋아요"""
인천개공원,인천,"""강아지들 호텔링하러 항상가는곳인데 친절하고 넓고 좋아요ㅎㅎ"""
솔찬공원,인천,"""강아지 산책하러 자주가요"""
수봉근린공원,인천,"""강아지 데리고 산책하기 너무 좋아요!"""
정서진,인천,"""... 버린 강아지를 봐서 그 강아지 보고 힐링 했습니다."""
용흥궁,인천,"""... 잔디밭에서 깡총 뛰네요 강아지가 좋아하니 나두 만족~"""
후포항,인천,"""한산해서 강아지들 산책도 좋고 화장실이 깨끗해요"""
문화공원,인천,"""강아지 산책했는데 너무 좋습니다."""
송도 도그파크,인천,"""강아지들 데리고 산책나오기 적당"""
소래생태습지,인천,"""아이들과 강아지와 놀기 좋아요.사잔도 예쁘게 나오고요."""
가족소풍마당,인천,"""아기데리고 오기도 좋고, 강아지데리고 오기도 좋아요."""
청라호수공원,인천,"""강아지도 많고 가족과 함께 산책하기 좋아요"""
월미공원,인천,"""우리집 강아지가 완소함"""
모도배미꾸미조각공원,인천,"""닭 강아지등 동물 조각들이 아이들과보기좋네요."""
한국이민사박물관,인천,"""주차문제도 편하고 강아지랑 산책하기도 좋습니다."""
개떼놀이터 마약석쇠불고기,인천,"""애견동반 식사하기좋고, 강아지 놀이터가 있어서 댕댕이데리고 놀러가기 좋아요"""
도그마루 인천점,인천,"""강아지 분양하러 다녀왔는데 이쁜 아이들이 ..."""
뷰나인 애견펜션,인천,"""강아지와 편하게 쉴수있고, 어지간한건 프론트에 다 준비되어있어요~"""
리틀미코노스,인천,"""숙소 예약을 잘 보고해야겠어요ㅜㅜ 강아지수영 하려고 기대하고 ..."""
카페흐노니,인천,"""강아지들 열심히 잘뛰고 잘놀고 커피도 괘안구요~"""
배곧 한울공원,인천,"""강아지 산책 시키기 좋아요 저녁이 될수록 사람들 많아짐 노을 감상하세요~"""
로만티카펜션,인천,"""강아지가 느므 좋아하더라구요ㅎ 또 가고 싶네요^^"""
어스독 인천점,인천,"""큰강아지들이 순해요 보고 싶네요"""
멍집사,인천,"""멍집사 강아지게가간다꼭가져요 ~^-^"""
뿌리공원,대전,"""강아지 델구 가기도 좋습니다."""
대청호반자연생태공원,대전,"""강아지산책하기 좋은곳."""
서대전공원,대전,"""강아지들 산책시키기 좋아요"""
동춘당공원,대전,"""강아지들이 산책을 많이해요."""
강아지왈츠,대전,"""대전 최고의 강아지카페이다"""
쿠쿠펫,대전,"""저녁시간 등을 이용하면 우리 강아지를 위해 많이 놀아줄수 있어요."""
들의공원,대전,"""강아지들이랑 놀러오는곳이에요"""
헤이독,대전,"""귀여운 강아지들이 많고, 아이들이 정말 행복한 시간을 보냈어요."""
코이이누,대전,"""강아지들도 귀엽고 네번째 방문을 했어요"""
몽그라운드카페,대전,"""애견카페 강아지들도 많이 오고 몹시 추운 날씨 아니면 주마다 가기 좋은 카페"""
팡시온,대전,"""... 강아지 동물들도 사랑받는곳"""
헤비츠,대전,"""... 합니다 아이들과 강아지도 함께 했는데요 분위기좋았습니다"""
동촌유원지,대전,"""강아지랑 산책하기 좋아요."""
덕진공원,전북,"""강아지 산책하기 좋습니다."""
옥정호 구절초테마공원,전북,"""... 좋았을것 같은데~ 다 져버려서 아쉽지만 강아지랑 가볍게 산책하기 ..."""
오수의견공원,전북,"""정말 조용한 시골마을에 강아지와 산책하기 좋은 곳"""
은파호수공원(서편),전북,"""항상 강아지와 산책하는 핫플레이스랍니다"""
오송제 생태공원,전북,"""미세먼지도 없고 강아지랑 산책하기 딱 좋은 날이었어요"""
순창고추장민속마을,전북,"""고양이 여러마리랑 강아지 한마리가 있어서 ..."""
은파관광지,전북,"""운동하기 좋구 강아지산책도 좋구 나무그늘아래 ..."""
액션하우스,전북,"""고양이, 강아지, 여우. 앵무새, 캥거루(?), 스컹크, 라쿤."""
구송정유원지,전북,"""강아지와 놀면서 쉴공간 찾았었는데 주변 경관이 ..."""
월명암,전북,"""아담하니 좋네요 단풍과 강아지가 지키는 풍경 사람을 머물게 하는곳이네요"""
백제왕궁박물관,전북,"""강아지나,애들 데리고 산책하기좋네요.유적은 심플해요."""
성당포구마을,전북,"""가족과 강아지들 하고산책하기 산책하기 정말좋아요"""
낙안읍성 민속마을,전북,"""강아지랑 같이 산책하면서 구경도 할수있어서 좋았어요"""
모래재휴게소,전북,"""또 강아지가 있는데. 귀엽고 말 잘 듣고 음식물 줄때까지 가만이 있군요 ..."""
PTP애견테마파크,전북,"""강아지들이 귀여웠고 음식도 나쁘지 않았다"""
동락공원,전북,"""강아지와 산책하기 좋은장소"""
쿠치로,전북,"""강아지를 못 키우지만 강아지랑 놀고싶을때 종종 가는 곳이예요!"""
자티,전북,"""강아지가 마음껏 뛰어놀 수 있어서 정말 좋아요."""
오산반려동물테마파크,전남,"""강아지가 매일 오고 싶어해요 좋은친구들도 많아요!"""
담양 관방제림,전남,"""매일 강아지와 산책을 갑니다. 잔디가 관리가 잘 되어 있고 중간중간 ..."""
산수유사랑공원,전남,"""주로 강아지 산책시키러 가는 곳입니다!"""
진도개테마파크,전남,"""생각보다 규모도 컸고 새끼 강아지도 볼 수 있어 좋았습니다."""
동구리 호수공원,전남,"""강아지와 산책하기 좋아요"""
운천저수지,전남,"""산책하기에 좋은곳인데 가끔 애견인들이 강아지 변을 치우지않네요"""
메타세콰이아가로수길,전남,"""강아지 데리고 산책할 수 있어서 좋았어요!"""
유당공원,전남,"""강아지 산책시키기 좋았습니다"""
풍암 호수공원,전남,"""... 군데 벚꽃에 라이트도 있어서 사진찍기도 좋았어요 강아지는 목줄에 ..."""
"분홍나루, 고바우전망대",전남,"""... 아래 카페 다리저는 강아지, 사람 트라우마 있으니 건드리지 마시길."""
서시천공원,전남,"""강아지랑 저녁산책하러 자주 가는 곳이에요.. 곳곳에 조명이 많아서 ..."""
완도 모노레일,전남,"""강아지도 같이갈수 있는데 케리어 필수."""
여수해상케이블카 돌산탑승장,전남,"""강아지도 케이지나 유모차에 태우면 동반가능!!"""
만연폭포,전남,"""폭포 아래 돼지 같은 강아지도 있어요!!"""
5·18기념공원,전남,"""강아지를 사랑하는분들이라면 정말 좋은 장소라고 생각합니다"""
주암호생태습지,전남,"""아기랑 강아지 데리고 가서 몇 바퀴 돌고 왔는데 지금 같은 코로나 시국 ..."""
지리산치즈랜드,전남,"""강아지 산책 시키기 좋아요"""
남제골 벽화마을,전남,"""강아지와 산책하기좋아요"""
상상양떼목장&편백숲,전남,"""일단 강아지동반이라 애견인들한테 강추입니다."""
광동청정습지공원,광주,"""우리 강아지가 제일 좋아하는 산책길~~"""
사직전망타워,광주,"""... 하기에 굿입니다 밤공기 마시러 가보세요 강아지산책에 최고입니다"""
울산대공원,광주,"""강아지 산책하기 조아요~~"""
곤지암 도자공원 (경기도자박물관),광주,"""강아지와 산책이 가능하고 아기자기해서 재밌어요"""
경기도자박물관,광주,"""강아지와 산책도 좋습니다 ~^^"""
곡성 도림사,광주,"""그리고 절에 있는 강아지들이 사람이 반가워 난리다."""
연홍도,광주,"""... 미술관 관람, 카페에서 차 마시기 귀여운 강아지, 고양이와의 만남"""
바람의 언덕,광주,"""강아지를 데리고 오면 벌금을 끊깁니다."""
촛대바위,광주,"""산책하기좋음 강아지도 아이들도 다소 많음 예쁘고 물 맑고 좋음 !"""
천황사,광주,"""조용하고 강아지 두 마리가 한가롭게 낮잠 자는 모습에서 힐링이 됨."""
중앙공원,광주,"""강아지 데리고 산책하기 좋아요."""
삼다공원,광주,"""항상 강아지랑 산책하는장소입니다."""
수리,광주,"""안 달리는 강아지가 달리네요^^"""
사상근린공원,광주,"""도심속의 작은공원 강아지들과 산책하기도 좋은 장소인거 같아요"""
임고강변공원,광주,"""강아지와 같이 올수도 있습니다."""
정양레포츠공원,광주,"""넓고 조용하고 강아지들이랑 신나게 놀았네요ㅎ"""
낙동강체육공원,광주,"""강아지랑 산책 하기 최고!"""
송상현 광장,광주,"""강아지랑 산책하기 좋습니다"""
황산문화체육공원,광주,"""강아지와 산책하기 좋아요"""
소풍정원,광주,"""가족들이나 강아지들과 산책하기 너무 좋습니다."""
대원공원,광주,"""생각없이 갔는데 조용하고 강아지들도 많습니다"""
황성공원,광주,"""강아지를 데리고 다닐만한곳이 많지 않습니다."""
눈보뛰,광주,"""공기좋은 야외, 천연잔디밭 강아지들이 엄청 좋아해요."""
개구쟁이,광주,"""강아지가 놀기 좋은곳~~~"""
광주광역시립미술관,광주,"""시설도 깨끗하구요~앞마당에 아이들 놀기도좋구요 강아지랑 같이 산책 ..."""
더펫하우스 협동조합,광주,"""강아지를 사랑하고 잘돌봐주고, 행동상담도 ..."""
운남동 근린공원,광주,"""강아지랑 산책가기좋은곳"""
아이러브독 광주점,광주,"""지인이 비숑 분양받음 서비스 친절 여기 강아지들 미모가 좋음 그리고 ..."""
독크루,광주,"""강아지들 짱짱 활발.... 근데 강아지 유치원도 같이해서 내가 쓰다듬던 ..."""
메타프로방스,광주,"""이런저런 가게들이 많아요 배떡에 가보세요 강아지 배떡이가 너무 귀여워요"""
명옥헌 원림,광주,"""마을어귀에주차하고 5분정도걸으면 강아지가 맞아준다 조용히 산책 ..."""
도그마루 광주점,광주,"""상담을 받아야 강아지 분양을 준비할텐데..."""
꾸르커피,광주,"""애견도 동반되는거 같음 것이 바닥에 강아지들 장난감공같은 것들이 ..."""
한남동 나른한오후,광주,"""막혀있는 강아지 전용 자리도 따로 마련 되있어서 불안하게 바닥에 ..."""
코코밸리더하우스,광주,"""강아지에게 정말 최고의 놀이터!"""
성밖숲,경북,"""바람 잘불고 강아지랑 산책하기 최고"""
경천대,경북,"""강아지 산책하기 좋은곳 이네요."""
지정문화재 방호정,경북,"""... 관리되지 않는듯 보였고 주변엔 강아지 똥으로 보이는 물체들이 자주 ..."""
경주월드,경북,"""김해에서 출발하면서 강아지를."""
분천 산타마을,경북,"""입구에 강아지 두 마리가 너무 귀여웠습니다."""
학봉종택 (의성김씨 문충공파),경북,"""마당에는 잔디가 깔려있고 순한 강아지 2마리가 있음."""
안동군자마을,경북,"""고즈넉하게 강아지와 다녀 ..."""
해파랑공원,경북,"""정말 넓고 깨끗했어요 바다뷰도 속시원했구요 강아지랑 산책하기도 좋았어요"""
장각폭포,경북,"""강아지랑 산책겸 다녀왔는데, 좋았어요."""
청도 프로방스,경북,"""좋았음 강아지랑 잘놀고 왔음!!!"""
청도읍성,경북,"""강아지 산책시키기 딱이에요 풍경도 이뿌구"""
화랑의언덕,경북,"""강아지랑 산책하기 좋고."""
황리단길,경북,"""여기 가게 좋고 음식 맛있고 강아지 데리고 산책하기 찐 좋음"""
징검다리연구소,경북,"""강아지랑 한번정도 다녀오기 좋아요 두번은 고민.."""
월곡역사공원,경북,"""강아지만 없으면 애들대리고 놀기좋다"""
하트해변,경북,"""해변은 예쁘고 동네강아지한마리가 동해안에서 제일 귀여움"""
팔공산케이블카,경북,"""강아지 동반 가능, 산책로 좋음."""
댕댕동산,경북,"""강아지들이냄새도많이맡을수있고 마음껏뛰어놀수있어좋네요"""
황룡사지,경북,"""강아지 산책하기에 딱."""
신세동 벽화마을,경북,"""그리고 동네 강아지 고양이들도 사람 경계않고, 마을도 조용하고."""
호미곶 해맞이광장,경북,"""그곳에 버려진 강아지인가같은데 흰색진돗개 2.3년되보이는 아이 ..."""
연호공원(울진문화센터),경북,"""음류도먹고강아지산책도하고.오늘하루도편하게보냈다.@@"""
사명대사공원,경북,"""강아지와 산책하기 너무 좋아요~~깨끗하고 쾌적해요"""
천생산성산림욕장,경북,"""강아지들이 넘넘넘 좋아해요~♡금주에는 비가 오네요~?"""
선암서원,경북,"""저희집 강아지 산책코스인데 잠깐 쉬어가기 좋아요."""
다랭이마을,경남,"""강아지랑 산책하기좋아요"""
진해드림파크,경남,"""강아지를 데리고 산책 시키기에 참 좋은 곳이다"""
