로즈드마이,서울,서울특별시 은평구 응암동 592-62,,애견동반,"""애견동반 가능한 카페이고 샌드위치가 엄청 빵빵합니다""","flatwhite 4,000 | latte 4,500 | matcha latte 5,500 | ade 5,000",매일 12:00~23:00,http://www.instagram.com/rosedemai312,"불광천 카페 '로즈드마이'
스페셜티 커피와 서울우유 등 좋은 원재료만을 사용합니다!

애견동반 카페입니다.(6kg 미만 소형견 동반 가능)
- 돌아다니거나 너무 짖거나 하시면 매장 이용이 어려울 수 있습니다.
- 자리에 착석 시 비치 되어 있는 무릎 담요를 이용해주세요.
- 배변봉투 등은 직접 처리해주세요.",https://ldb-phinf.pstatic.net/20170920_59/150588914981199z5W_JPEG/zokwPJzLORUGsvkyzVfwCRd5.jpg,304280,554524
히든플래닛,서울,서울특별시 강서구 화곡동 1035-23,0507-1381-0480,애견동반,"""애견동반 가능에 넓은 정원도 있습니다""","아메리카노 3,000 | 바닐라 라떼 4,000 | 라임 블루베리 에이드 4,500 | 청귤 에이드 4,500 | 십전대보탕 4,500",월요일 10:00~22:00 | 화요일 10:00~22:00 | 수요일 10:00~22:00 | 목요일 10:00~22:00 | 금요일 10:00~22:00 | 토요일 10:00~22:00 | 일요일 휴무,,"고객님의 히든플래닛을 드디어 찾으셨군요!
평일오전, 드라이브 스루로 모닝커피 즐겨보아요^^",https://ldb-phinf.pstatic.net/20210331_179/1617180900048Y3nly_JPEG/TnNiJxUKvTHZOP_5o0kG-xl-.jpg,297391,549629
네이버후드,서울,서울특별시 성북구 성북동 15-23 1층,0507-1411-6730,애견동반,"""1층에 한해서 애견동반도 가능하다고 한다.""","에스프레소 5,500 | 아메리카노 5,500 | 카페라떼 6,500 | 카푸치노 6,500 | 아인슈페너 7,500 | 오곡라떼 7,500",매일 11:00~22:00 연중무휴,,"안녕하세요 성북동 네이버후드입니다.

// 1층은 애견동반이 가능하며,
2층은 애견동반이 불가합니다.

// 카페 이용시, 무료주차입니다. (발렛비 없습니다)

// 단체석 있습니다.

// 노키즈존 아닙니다!

// 연중무휴입니다!

// 브레이크타임 없습니다.

// 주차장 넓습니다.",https://ldb-phinf.pstatic.net/20170803_85/1501730742115JRr7n_JPEG/186752573943079_0.jpeg,311468,555848
포니테일,서울,서울특별시 마포구 신수동 85-16,0507-1363-3347,애견동반,"""바닐라 라떼가 맛있는 애견동반 카페 겸 애견용품 판매점입니다.""","아메리카노 4,500 | 카페 라떼 5,000 | 카푸치노 5,000 | 플랫 화이트 6,000 | 바닐라 라떼 5,500 | 아인슈페너 6,500 | 시트러스 러브 5,500 | 레모니 우롱 5,500 | 로얄 밀크 티 6,000 | 병맥주 변동가격(업주문의) | 포니 와플 아이스크림 7,000",매일 10:30~21:00,http://pawnytail.com,경의선 숲길 옆 반려동물 동반 가능 카페 & 숍,https://ldb-phinf.pstatic.net/20190802_161/1564674101145U5jUK_JPEG/JMVnLUdjHrO404HgRwRqSVsr.jpeg.jpg,312915,552148
어라운드데이,서울,서울특별시 성동구 성수동1가 685-483,0507-1431-8310,애견동반,"""애견 동반 카페라 가끔 보이는 댕댕이들도 너무귀여워요 ㅎㅎ""","아메리카노 5,000 | 피치 아이스티 6,000 | 크로플 9,000 | 만년설 6,800 | 얼그레이 밀크티 6,800 | 바스크 치즈 케이크 6,800 | 청귤에이드 6,800",매일 12:00~21:00,https://instagram.com/around.day,"1F 카페 / 2F 카페 / 3F 루프탑

좋은 음악과 분위기가 있는 카페 어라운드데이입니다.
실내외 모든 좌석 반려동물 동반 가능합니다.
모든 케이크와 테린느에 밀가루가 들어가지 않습니다:)
All cakes and terrines are gluten-free.",https://ldb-phinf.pstatic.net/20220110_133/1641824403108PYJNp_JPEG/8930F484-3CD6-4AC4-A046-E718C8FC3E12.jpeg,315480,549843
홀드더도어,서울,서울특별시 용산구 한남동 729-59 홀드더도어,,애견동반,"""애견동반이라 애기들 데려가셔도 됩니다.사장님도 친절하시고 전 ...""","피콜로 4,500 | 브루키 7,000 | 샘 14,000 | 산타없는 산타마을 15,000 | 나이롱 고스트 13,000 | 초당 옥푸치노 7,000 | 라즈베리라씨 7,000",,https://www.instagram.com/htd_hannam,"01 Hold the door!

홀드더도어는 위트와 상상력을 테마로 디저트의 혁신을 꿈꾸는 연구가들의 달콤한 프로젝트입니다. 우리의 이 멋진 상상력이 문틈 밖으로 새나가지 않도록 외치는 한 마디. Hold the door!

02 JUST WIT EAT !

<브루키>는 브라우니와 쿠키의 합성어로 뉴욕에서 시작되어 우리 HTD만의 위트와 상상력을 더해 서울에서 새롭게 선보입니다. 브랜드 슬로건인 Just Wit Eat! 을 담아 완성한 재치 넘치고 사랑스러운 디저트가 당신에게 달콤한 판타지를 선사하길 바랍니다.

숙련된 전문가가 섬세한 기술로 추출해낸 가장 완벽의 밸런스를 갖춘 커피도 꼭 함께 경험해 보세요!

03 What did you pig-out?

밤낮없이 쏟아지는 무수한 컨텐츠.
지나친 정보의 과식으로 여러분의 멋진 상상력이 방해 받고 있진 않으신가요?

'Hold the door.'에 숨겨진 마지막 의미는 '오픈 유얼 마인드'의 반대 개념으로 잠시 생각의 창을 닫고, 있는 그대로의 자신에게 집중하자는 의미를 담고 있습니다.

잠깐만 앞에 놓인 달콤한 상상에 집중해 볼까요?

오로지 지금의 순간에만 집중하다면 우리의 일상은 한결 경쾌해지고 넘치는 활력과 즐거움으로 풍성하게 채워질 것입니다.

Hold the door!
오늘 만큼은 그 문을 막아두세요.",https://ldb-phinf.pstatic.net/20211113_281/1636795533991orp9n_JPEG/%C8%AD%C0%CC%C6%AE_%B7%CE%B0%ED.jpg,312049,548917
카페스토리,서울,서울특별시 동작구 노량진동 222-13,,애견동반,"""애견동반시 애견 운동장이 있어서 좋은데 사람이 앉을 자리는 불편함.""",,,,,,310379,552493
스태픽스,서울,서울특별시 종로구 필운동 32-33 102호,0507-1341-2055,애견동반,"""반려견동반카페라 반려견과 같이 오실분들은 좋을것같습니다.""",Cake 변동가격(업주문의) | Coffee 변동가격(업주문의) | Tea 변동가격(업주문의),매일 10:00~21:00 매월 마지막주 월요일 휴무 | 주말 휴무 11월13일,http://staffpicks.co.kr,"필운동 카페/베이커리/잡화점, 북유럽빈티지, 반려동물동반, 디자이너스샵, 테라스 카페

outdoor seating, cosy, casual",https://ldb-phinf.pstatic.net/20190702_92/1561999900363HPzAy_JPEG/44JCdXJ3a1r1e7joos15XmSs.jpg,309045,553307
할리스 공덕경의선숲길점,서울,서울특별시 마포구 염리동 164-11,,애견동반,"""넓고 애견 동반 공간이 있어서 좋음""","민트 초코칩 할리치노 6,100 | 딸기 치즈케익 할리치노 6,100 | 카라멜 마키아또 5,900 | 바닐라 딜라이트 5,800 | 카페 라떼 5,000 | 카페 아메리카노 4,500",평일 07:00~23:00 사회적거리두기 기간까지 ( 펫존은 운영시간이 상이) | 주말 08:00~23:00 사회적거리두기 기간까지 ( 펫존은 운영시간이 상이),http://www.hollys.co.kr/,"다양한 토양과 기후에서 자란 커피 원두는 그 속에 각기 다른 맛과 향의 비밀을 숨기고 있습니다.
생두를 로스팅하여 에스프레소를 만드는 과정은 단순하고 평범해 보이지만, 사실은 로스팅과 추출법 등의 미묘하고 작은 차이가
커피 맛을 변화시킵니다.

원두에 숨겨진 이러한 커피의 비밀을 하나 하나 밝혀가면서 많은 사람들이 커피와 함께 소중한 순간을 즐기도록 해주는 것이
바로 할리스가 추구하는 ‘커피의 즐거움’입니다.

오늘도 할리스는 전세계의 커피 산지를 연구하고, 원두 본연의 맛을 살리기 위한 수많은 블랜딩을 개발하는 등 다양한
노력을 지속하고 있습니다. 커피가 주는 아름다움을 보다 많은 고객들이 즐길 수 있도록, 매 순간 의미 있는 작은 차이를
만들어가는 할리스가 되겠습니다.",https://ldb-phinf.pstatic.net/20210302_125/161464487124061agC_JPEG/K15utTFWXeuNEny1JMXiV57W.jpg,307114,549689
카페스토리,경기,경기도 남양주시 진접읍 장현리 568-22,0507-1346-3635,애견동반,"""애견동반가능 너무좋아요""","아메리카노 4,800 | 아이스크림크로플 8,800 | 키스링(교황빵) 4,800",매일 11:00~21:00 연중무휴,https://www.instagram.com/cafestory__official,,https://ldb-phinf.pstatic.net/20220702_63/1656742644773kJs5z_JPEG/567.jpg,310379,552493
어반플레이스,경기,경기도 가평군 청평면 대성리 422-1,0507-1402-4736,애견동반,"""애견동반가능한 야외라서 좋음""","크림와플 14,000 | 와플 샌드위치 12,000 | 와플 세트 15,000 | 브라운 치즈 크로플 9,500 | 토마토 바질 에이드 7,500",일요일 10:00~20:30 | 월요일 10:00~19:30 | 화요일 10:00~19:30 | 수요일 10:00~19:30 | 목요일 10:00~19:30 | 금요일 10:00~20:00 | 토요일 10:00~20:30,http://instagram.com/urbanplaces_cafe,"-2020년도 부터는 시즌 마감 없이 쭉~ 365일 연중무휴 입니다. But, 카페 사정으로 영업을 하지 않는 날에는 인스타그램으로 공지 올려드리니 참고해주세요:)

-어반플레이스는 애견동반이 가능한 야외 카페이며, 실내 공간 또한 OPEN 하였습니다.
    동반견에 대한 입장료는 무료입니다! 대신, 모든 손님들의 쾌적한 카페 이용을 위해 견주님들의 주의사항이 보다 요해질 것 같습니다.

1. 놀이터가 아닌 곳에서는 목줄 필수!
2. 우리 아이 대변은 배변봉투에 담아 처리하기!
3. 생리중인 아이는 매너밸트 착용하기!
(그 외의 다른 안전사고에 대비하여 견주님들께서 항상 주의 깊게 봐주세요. 모든 사고에 관하여 어반플레이스에서는 책임을 지지 않습니다.)

-항상 인스타그램 @urbanplaces_cafe 으로 소식 알려드리니 참고해 주시기 바랍니다:)

날이 좋은 날, 더욱 쾌적한 휴식공간과 최고급 유기농 원두커피로 고객님들을 기다리고 있겠습니다.
Thank you:)",https://ldb-phinf.pstatic.net/20210424_9/1619268883525qHgJK_PNG/n1iDXoKWcR8aOzzoyZFEMS-7.png,310217,551674
달달이,경기,경기도 성남시 분당구 판교동 625 리버스토리 103호,,애견동반,"""애견동반이라서 찾아가봤습니다.""","아메리카노 5,000 | 카페라떼 5,500 | 아포카토 6,500 | 아보카도 브런치 set 19,500 | 그릴드 더블 치즈 햄토스트세트 15,000","월요일 11:30~19:00 | 수요일 11:30~19:00 | 목요일 11:30~19:00 | 금요일 11:30~19:00 | 화요일 휴무 명절 전 날 ,당일 휴무 | 주말 11:00~21:00",http://www.instagram.com/daldalee_cafe,,https://ldb-phinf.pstatic.net//20160704_270/1467624811157N9C0v_JPEG/image.jpeg,310140,551013
엠블럭,경기,경기도 가평군 상면 행현리 497 엠블럭카페,0507-1447-1384,애견동반,"""애견 동반 가능해요. 크로플이 동네에서는 이 가격에 팔면 안될 듯한 ...""","메이플 크로플 14,500 | 치즈토스트 11,500 | 눈꽃우유팥빙수 18,000 | 콜롬비아 수프리모 7,500 | 과테말라 안티구아 7,500 | 아이스크림하겐다즈 8,500 | 톰과제리 치즈케이크 8,500 | 청포도에이드 8,000 | 케냐AA 8,500 | 레드떡볶이(매운맛) 14,500 | 예가체프 8,000",금요일 10:00~19:30 토요일만 20시30분 | 목요일 10:00~19:30 토요일만 20시30분 | 수요일 10:00~19:30 토요일만 20시30분 | 화요일 10:00~19:30 토요일만 20시30분 | 월요일 10:00~19:30 토요일만 20시30분 | 일요일 10:00~19:30 토요일만 20시30분,https://www.instagram.com/,"가평 아침고요수목원 근처에 위치한 감성적이고 비대칭 디자인 건물로 지어진 자동차 갤러리    엠블럭 카페입니다. 
애견동반가능카페입니다 ~
애견전용운동장운영중^^
중형견10키로 까지 가능해요^^
애견운동장과 댕댕이버스를 새롭게 오픈했어요",https://ldb-phinf.pstatic.net/20210808_25/1628412616902Hktc3_JPEG/mG-q8K5JqlYTvjH4XQxmZDOq.jpg,343925,573210
몽쥬이에,광주,경기도 광주시 남한산성면 오전리 333-2 카페 몽쥬이에,0507-1476-1779,애견동반,"""옆에 계곡도 있고 야외자리가 많아요 애견동반 가능하고 디저트 메뉴도 ...""","수박화채 28,000 | 꼬숩떼 7,000 | 스윗레드후르츠 7,500 | 프렌치토스트 9,000 | 크로플 9,000 | 아메리카노 5,500 | 카페라떼 6,000 | 아인슈패너 6,500 | 어글리쿠키 3,800 | 브라운치즈브리오슈 13,000 | 에스프레소 5,500 | 플랫화이트 6,000 | 카푸치노 6,000 | 카라멜 마끼야또 6,500 | 바닐라빈라떼 7,000 | 아포가토 7,000 | 아이스크림라떼 7,500 | 콜드브루 6,500 | 콜드브루라떼 7,000 | 레몬차 or 에이드 6,500 | 자몽차 or 에이드 6,500 | 생과일주스 8,000 | 딸기 쉐이크 9,000 | 오레오 쉐이크 9,000 | 밀크티 7,500 | 말차라떼 7,500 | 초코라떼 7,500 | 토피넛라떼 7,000 | 자색고구마라떼 7,000 | 레몬진저 6,500 | 자스민 6,500 | 캐모마일 6,500 | 페퍼민트 6,500","수요일 10:00~21:00 매월 2,4째주 수요일 정기휴무 | 금요일 10:00~21:00 매월 2,4째주 수요일 정기휴무 | 목요일 10:00~21:00 매월 2,4째주 수요일 정기휴무 | 화요일 10:00~21:00 매월 2,4째주 수요일 정기휴무 | 월요일 10:00~21:00 매월 2,4째주 수요일 정기휴무 | 토요일 10:00~22:00 매월 2,4째주 수요일 정기휴무 | 일요일 10:00~22:00 매월 2,4째주 수요일 정기휴무",https://instagram.com/monjuillet_?igshid=1jetax7i0vrmv,"매일10:00 - 21:00
Last Order 20:30
      (휴무시 인스타 공지)
매장 앞, 매장 건너편 공터 주차 가능합니다.
공간은 야외,1층,2층 이용가능합니다.
애견동반은 야외에서만 가능하며,리드 줄 착용
      부탁드립니다.
매장 앞 산과 계곡 뷰로 봄,여름,가을,겨울
      다른 매력으로 즐기실 수 있습니다
 연인,가족,친구 누구와도 편하게
       즐기실 수 있는 공간입니다.",https://ldb-phinf.pstatic.net/20220720_129/1658247020541DTaYK_JPEG/ABB1E627-B9A0-48BE-97BD-D8BDADD06617.jpeg,331702,539525
카페돌체네,광주,경기도 광주시 오포읍 양벌리 377-1 1~2층 카페 돌체네,0507-1424-2188,애견동반,"""빙수맛집인듯 ...젊은사장님이계시고 애견동반가능하다네요""","자몽에이드 5,000","평일 09:00~21:00 매월 2,4번째 월요일 휴무 | 주말 10:00~22:00 | 공휴일 10:00~22:00",https://www.instagram.com/cafe_dolcene,"다양한 수제청 음료와 수제 디저트, 눈꽃빙수가 맛있는 '카페 돌체네' 입니다.

- 넓은 전용 주차공간
- 반려견 동반이 가능한 야외 인조잔디 테라스
- 1,2층 실내 좌석

※카페 돌체네는 애견카페가 아닌,
'반려견 동반이 가능한 인조잔디 테라스가 있는 카페'입니다.
반려견 동반시 실내 이용이 제한 될 수 있습니다.
또한 반려견의 테라스 이용시 위생상의 목적으로 매너밸트(기저귀) 착용을 원칙으로 하고있습니다.
카페 방문시 매너밸트 지참 및 착용 부탁드립니다.
( ※ 미지참시 매장에서 구매가능합니다. )",https://ldb-phinf.pstatic.net/20210619_87/16240679263191DiWm_JPEG/4eoVeC2n5HDxf3ZtN_PTWFWa.jpeg.jpg,334072,531000
