어라운드데이,서울,서울특별시 성동구 성수동1가 685-483,0507-1431-8310,애견동반,"아메리카노 5,000 | 피치 아이스티 6,000 | 크로플 9,000 | 만년설 6,800 | 얼그레이 밀크티 6,800 | 바스크 치즈 케이크 6,800 | 청귤에이드 6,800",매일 12:00~21:00,https://instagram.com/around.day,"1F 카페 / 2F 카페 / 3F 루프탑

좋은 음악과 분위기가 있는 카페 어라운드데이입니다.
실내외 모든 좌석 반려동물 동반 가능합니다.
모든 케이크와 테린느에 밀가루가 들어가지 않습니다:)
All cakes and terrines are gluten-free.",https://ldb-phinf.pstatic.net/20220110_133/1641824403108PYJNp_JPEG/8930F484-3CD6-4AC4-A046-E718C8FC3E12.jpeg,315480,549843
쓰리버즈 IFC점,서울,서울특별시 영등포구 여의도동 23,0507-1313-3031,애견동반,"스칼렛 요한슨 알리오올리오 17,500 | 콥샐러드 13,000 | 머쉬룸 크림 파케리 19,500 | 쉬림프 로제 파스타 19,500 | 라자냐 20,500 | 스페니쉬 오믈렛 20,500 | 스테이크 리조또 24,000 | 아보카도 크런치 오픈 샌드위치 14,000 | BALT샌드위치 10,500",공휴일 10:00~21:30 Food order : 20:30까지 / Beverage order : 21:00까지 | 주말 10:00~21:30 Food order : 20:30까지 / Beverage order : 21:00까지 | 평일 08:00~21:30 Food order : 20:30까지 / Beverage order : 21:00까지,,"*브런치&파스타&샐러드 메뉴는 11시 이후부터 주문 가능합니다.

IFC몰 안이 아니라 '밖'에 있습니다! THREE IFC 건물 지상 1층에 있어요.
여의도역 3번 출구와 연결된 곳은 L2층으로, G1층 바깥으로 나오셔야합니다.

엘레베이터를 이용하시거나, L2층 '나폴레옹 제과점' 옆 에스컬레이터로
쭉 올라오세요! 나가서 왼쪽을 보시면 매장이 보입니다.

어려우시면 매장으로 연락 주세요! 상세히 안내해드리겠습니다. 감사합니다.
* IFC몰 층별안내 (http://www.ifcmallseoul.com/jsp/store/floorInfo.do)",https://ldb-phinf.pstatic.net/20180416_38/1523846945634ki4Vm_JPEG/ntXd4Gd5hifStUnvypCWkbQ2.jpg,305240,547505
346커피스토리,강원,강원도 강릉시 강문동 159-34 나동1-3층,,애견동반,"에스프레소 4,500 | 아메리카노 5,000 | 카페비엔나 5,800 | 흑당밀크티 5,800 | 미숫가루 7,000 | 샤케라또 5,500 | 카푸치노 5,800 | 346스페셜 아메리카노 8,500 | 카페라떼 5,800 | 민트라떼 5,800 | 카페모카 5,800 | 바닐라라떼 5,800",매일 08:30~23:30,,저희 346coffeestory는 방문해주시는 고객님들 위해서 최선에 서비스를 다하도록 하겠습니다.,https://ldb-phinf.pstatic.net/20200415_82/1586945347474nBQXb_JPEG/zNntU-3LmVOiZ3luEcie7qqT.jpg,481139,577275
홀드더도어,서울,서울특별시 용산구 한남동 729-59 홀드더도어,,애견동반,"피콜로 4,500 | 브루키 7,000 | 샘 14,000 | 산타없는 산타마을 15,000 | 나이롱 고스트 13,000 | 초당 옥푸치노 7,000 | 라즈베리라씨 7,000",,https://www.instagram.com/htd_hannam,"01 Hold the door!

홀드더도어는 위트와 상상력을 테마로 디저트의 혁신을 꿈꾸는 연구가들의 달콤한 프로젝트입니다. 우리의 이 멋진 상상력이 문틈 밖으로 새나가지 않도록 외치는 한 마디. Hold the door!

02 JUST WIT EAT !

<브루키>는 브라우니와 쿠키의 합성어로 뉴욕에서 시작되어 우리 HTD만의 위트와 상상력을 더해 서울에서 새롭게 선보입니다. 브랜드 슬로건인 Just Wit Eat! 을 담아 완성한 재치 넘치고 사랑스러운 디저트가 당신에게 달콤한 판타지를 선사하길 바랍니다.

숙련된 전문가가 섬세한 기술로 추출해낸 가장 완벽의 밸런스를 갖춘 커피도 꼭 함께 경험해 보세요!

03 What did you pig-out?

밤낮없이 쏟아지는 무수한 컨텐츠.
지나친 정보의 과식으로 여러분의 멋진 상상력이 방해 받고 있진 않으신가요?

'Hold the door.'에 숨겨진 마지막 의미는 '오픈 유얼 마인드'의 반대 개념으로 잠시 생각의 창을 닫고, 있는 그대로의 자신에게 집중하자는 의미를 담고 있습니다.

잠깐만 앞에 놓인 달콤한 상상에 집중해 볼까요?

오로지 지금의 순간에만 집중하다면 우리의 일상은 한결 경쾌해지고 넘치는 활력과 즐거움으로 풍성하게 채워질 것입니다.

Hold the door!
오늘 만큼은 그 문을 막아두세요.",https://ldb-phinf.pstatic.net/20211113_281/1636795533991orp9n_JPEG/%C8%AD%C0%CC%C6%AE_%B7%CE%B0%ED.jpg,312049,548917
딥다이브,서울,서울특별시 서초구 방배동 435-2 1층,0507-1424-2104,애견동반,"얼그레이크림라떼 6,000 | 달고나밀크 5,000 | 밀크티 5,500 | 복숭아스무디 5,800 | 티라미수 6,500 | 아메리카노 3,900 | 카페라떼 4,400 | 민트모히또라떼 5,600 | 아인슈페너 5,800 | 수박쥬스 6,000",목요일 11:00~22:00 | 금요일 11:00~22:00 | 수요일 11:00~22:00 | 월요일 11:00~22:00 | 공휴일 12:00~22:00 | 토요일 12:00~22:00 | 일요일 12:00~22:00,http://www.instagram.com/deepdive_cafe,"시원한 느낌의 인테리어의 예쁜 디저트 카페입니다. 사당역과 이수역 사이에 위치하고 있으며 향긋한 커피와 맛있는 디저트를 제공하고 있어요.
매장 왼편 주차장에 주차가 가능하시고 강아지 동반이 가능해서 귀여운 강아지들도 많이 놀러오는 공간이에요.
주문제작케이크는 최소 이틀전까지 예약 가능하시고 케이크 예약은 카카오톡에서 딥다이브 검색하셔서 플러스친구에서 예약이 가능합니다 :)",https://ldb-phinf.pstatic.net/20171115_109/1510717647817Rq1Gt_JPEG/tp4gl3Vvy8XeM9L1PW1V25sW.jpg,310703,551916
개뿔,서울,"서울특별시 종로구 이화동 9-443 까페 개뿔 1,2층",,애견동반,풍경화 변동가격(업주문의),평일 09:30~20:50 | 주말 09:30~21:50 | 금요일 09:30~21:50,,"카페 개뿔이 뮤지엄 까페로 새롭게 바뀝니다.

입장하시기 전에 음료교환권을 구매해 주세요.
(구매하신 음료 교환권으로 개뿔.쇳대박물관.이토.노박.부엌박물관(배오개) 등 연결된 모든 박물관의 입장이 가능합니다.)

음료 교환권으로 커피,생맥주,수제케이크 등 모든 음료 및 디저트를 교환하실수 있습니다.
(1인 1메뉴에 한하며 추가 구매도 가능합니다.)

교환권의 가격은 7000원 입니다.",https://ldb-phinf.pstatic.net/20220208_57/1644283411188K3L5p_JPEG/20501FA6-E849-47A0-8D6E-78E4C62D4E49.jpeg,312583,553348
포니테일,서울,서울특별시 마포구 신수동 85-16,0507-1363-3347,애견동반,"아메리카노 4,500 | 카페 라떼 5,000 | 카푸치노 5,000 | 플랫 화이트 6,000 | 바닐라 라떼 5,500 | 아인슈페너 6,500 | 시트러스 러브 5,500 | 레모니 우롱 5,500 | 로얄 밀크 티 6,000 | 병맥주 변동가격(업주문의) | 포니 와플 아이스크림 7,000",매일 10:30~21:00,http://pawnytail.com,경의선 숲길 옆 반려동물 동반 가능 카페 & 숍,https://ldb-phinf.pstatic.net/20190802_161/1564674101145U5jUK_JPEG/JMVnLUdjHrO404HgRwRqSVsr.jpeg.jpg,312915,552148
어반플레이스 강남,서울,서울특별시 서초구 서초동 1337-3 강남역 푸르지오시티,,애견동반,스탠다드 더블 변동가격(업주문의),매일 00:00~24:00 연중무휴,http://www.urbanplaces.co.kr/,250여개의 객실을 보유한 어반플레이스 강남은 대한민국 비즈니스 중심인 강남에 위치한 레지던스 호텔입니다.,https://ldb-phinf.pstatic.net/20150813_231/1439448100702lzFDH_JPEG/166863436679479_0.jpg,314331,543725
할리스 공덕경의선숲길점,서울,서울특별시 마포구 염리동 164-11,,애견동반,"민트 초코칩 할리치노 6,100 | 딸기 치즈케익 할리치노 6,100 | 카라멜 마키아또 5,900 | 바닐라 딜라이트 5,800 | 카페 라떼 5,000 | 카페 아메리카노 4,500",평일 07:00~23:00 사회적거리두기 기간까지 ( 펫존은 운영시간이 상이) | 주말 08:00~23:00 사회적거리두기 기간까지 ( 펫존은 운영시간이 상이),http://www.hollys.co.kr/,"다양한 토양과 기후에서 자란 커피 원두는 그 속에 각기 다른 맛과 향의 비밀을 숨기고 있습니다.
생두를 로스팅하여 에스프레소를 만드는 과정은 단순하고 평범해 보이지만, 사실은 로스팅과 추출법 등의 미묘하고 작은 차이가
커피 맛을 변화시킵니다.

원두에 숨겨진 이러한 커피의 비밀을 하나 하나 밝혀가면서 많은 사람들이 커피와 함께 소중한 순간을 즐기도록 해주는 것이
바로 할리스가 추구하는 ‘커피의 즐거움’입니다.

오늘도 할리스는 전세계의 커피 산지를 연구하고, 원두 본연의 맛을 살리기 위한 수많은 블랜딩을 개발하는 등 다양한
노력을 지속하고 있습니다. 커피가 주는 아름다움을 보다 많은 고객들이 즐길 수 있도록, 매 순간 의미 있는 작은 차이를
만들어가는 할리스가 되겠습니다.",https://ldb-phinf.pstatic.net/20210302_125/161464487124061agC_JPEG/K15utTFWXeuNEny1JMXiV57W.jpg,307114,549689
플랜트202,경기,경기도 남양주시 화도읍 차산리 202-5 1층 건물,0507-1433-2034,애견동반,"아메리카노/ice : +500 5,000 | 카페 라떼/ice : +500 5,500 | 돌체 라떼/ice : +500 6,000 | 비엔나커피 6,500 | 뭉실치노(hot only) 6,000 | 블랙앤화이트 6,000 | 별사탕 라떼(ice only) 6,500 | 바닐라 크림 라떼(ice only) 6,500 | 플랜트 라떼 / 크림 라떼(ice only) 6,500 | 아나 라떼(ice only) 6,500 | 달고나 우유 (구운 우유) 6,500 | 잉글리쉬 밀크티/ice : +500 6,000 | 그린티 라떼/ice : +500 6,000 | 쇼콜라 라떼/ice : +500 6,000 | 아임 파인 앤 망고 에이드(ice only) 6,500 | 톡톡 자몽 에이드 (ice only) 6,500 | tea) 비포선라이즈/ice : +500 6,000 | tea) 유기농 허브차/ice : +500 5,500 | dessert) 앙버터 9,000 | dessert) 크로와상 3,300 | dessert) 크림치즈와 베이글 4,500 | 홍콩와플 11,000 | 크로플 9,500 | 머쉬룸 갈릭 크림 뇨끼 19,000 | 쉬림프 오일 파스타 17,000 | 볼로네제 파스타 17,000 | 루꼴라 하몽 피자 19,000 | 페페로니 피자 17,000 | 마르게리따 피자 16,000 | 에그 베네딕트 15,000 | 오픈 샌드위치 12,000",일요일 11:00~21:00 브런치 8시 마감 공휴일 정상 운영 | 월요일 11:00~21:00 브런치 8시 마감 공휴일 정상 운영 | 수요일 11:00~21:00 브런치 8시 마감 공휴일 정상 운영 | 목요일 11:00~21:00 브런치 8시 마감 공휴일 정상 운영 | 금요일 11:00~21:00 브런치 8시 마감 공휴일 정상 운영 | 토요일 11:00~21:00 브런치 8시 마감 공휴일 정상 운영 | 화요일 휴무 공휴일일 경우 정상 운영,http://www.instagram.com/plant202/,"수제 크림 머쉬룸 뇨끼, 수제 도우 루꼴라 하몽 피자, 과카몰리 오픈 샌드위치 등 특급호텔 출신 쉐프님이 직접 요리하는 브런치 메뉴가 다수 추가 되었습니다.
안쪽의 위치 특성 상 찾아 와 주신 분들을 고려하여 브런치 메뉴 브레이크타임은 없습니다.
다만 재료를 당일에 준비하기에 재료 소진시 재료 준비 시간 정도의 브레이크 타임은 있을 수 있습니다.

수십년 동안 공장으로 사용되던 곳을 카페로 개조한 플랜트202입니다.
넓은 매장, 높은 층고, 여유있는 테이블 간격에서 편안하고 여유로움을 즐기실 수 있는
트렌디하면서도 이색적인 카페입니다.

(*200평 규모의 단독 주차장 보유로 자가용 이용도 편리합니다)
* 촬영/모임 등의 대관은 유선으로 문의 바랍니다.",https://ldb-phinf.pstatic.net/20220413_11/1649825380499fOXlI_JPEG/Screenshot_20220413-134717_Instagram.jpg,338544,558752
바잇미 연남점,서울,서울특별시 마포구 연남동 229-62,,애견동반,"아메리카노 4,500 | 카페라떼 5,000 | 핫에그케이크 4,500",평일 12:00~21:00 | 주말 12:00~21:00,http://www.instagram.com/cafe_biteme,"반려동물 동반이 가능한 카페 & 반려동물 라이프스타일브랜드 쇼룸입니다
댕댕이 메뉴도 준비되어 있어요 -!",https://ldb-phinf.pstatic.net/20200211_124/1581396309845bnXWy_JPEG/uPtvQ3X3n3J0XMaJNP0tEs4j.jpg,305160,551720
스웨이커피스테이션,서울,서울특별시 서대문구 연희동 126-1,0507-1358-0061,애견동반,"롱블랙 5,000 | 라떼 5,500 | 카푸치노 6,000 | 플랫화이트 6,000 | 크림 블랙 6,500 | 크림 화이트 6,500 | 힐링포션 6,000 | 바나나 브레드 5,500",매일 11:00~22:00,http://instagram.com/sway_coffee_station,,https://ldb-phinf.pstatic.net/20210105_277/1609833800494Hlbax_JPEG/kreJOypM5uV-k933N4kNFo3i.jpg,305553,552412
피어싱갤러리 하남점,경기,경기도 하남시 망월동 1099,0507-1471-1990,애견동반,"피어싱 4,000",매일 12:00~22:00,http://www.instagram.com/Piercinggallery_HN,"14k피어싱,14k링귀걸이,써지컬스틸 링,남자써지컬피어싱,써지컬피어싱,귀걸이침으로 변경가능 써지컬팔찌,써지컬목걸이,써지컬발찌,써지컬반지,실버925피어싱,실버925액세사리,실버925목걸이,헤어핀,헤어집게,곱창밴드 액세사리 있습니다 귀,눈썹,코,바디,배꼽,마이크로더멀 꼼꼼한 소독과 각도 안아프게 피어싱 착용 도와드립니다. 저렴하고 안전한 하남최고의 피어싱전문샵을 약속드립니다. 편안하게 구경하러 오셔서 뚫을 위치같이 상담도 하고 피어싱도 추천잘해드려요. 하남피어싱갤러리입니다. 감사합니다",https://ldb-phinf.pstatic.net/20220506_60/1651798253707S1bN1_JPEG/568EDF39-74D3-4B2E-96C9-51FB2ACFECB5.jpeg,328728,551581
앤드테라스 내유점,경기,경기도 고양시 덕양구 내유동 245-3,,애견동반,"쉬림프 베이컨 필라프 13,000 | 멍게 덮밥 13,000 | 연어 덮밥 15,000 | 버섯 쉬림프 크림 파스타 17,000 | 쉬림프 로제 파스타 18,000 | 가리비 관자 오일 파스타 18,000 | 페스카토레 파스타 19,000 | 빼쉐 파스타 21,000 | 아보카도 쉬림프 오픈 샌드위치 14,000 | 과카몰리 호밀빵 샌드위치 17,000 | 치아바타 샌드위치 15,000 | 감바스 알 아히요 20,000 | 프리미엄 살치살 스테이크 33,000 | 수제 리코타 치즈 샐러드 15,000 | 그릴 스테이크 샐러드 20,000 | 화덕피자 17,000",매일 10:00~22:00 브런치 Last order 19:50,http://www.andterrace.com,"애견 동반 X
앤드테라스 식사점 / 앤드테라스 파주점 / 앤드테라스 내유점

애견동반 O
앤드테라스 & 피터팻츠 내유점 / 앤드테라스 스타필드하남점

 브런치 라스트 오더 19시 50분

※ 마스크착용필수

* 불편하시겠지만, 많은 양해 부탁드립니다.",https://ldb-phinf.pstatic.net/20210511_276/1620712271343f9JYg_JPEG/0nRi3PoZvxvTPWf47muC05Lk.jpg,299544,569330
카페 메이비,제주,제주특별자치도 서귀포시 서귀동 478-12,,애견동반,"아메리카노 4,000 | 하우스와인 7,000 | 샹그리아 8,000",매일 10:30~01:00 | 수요일 10:30~01:00 | 토요일 10:30~01:00 | 금요일 10:30~01:00 | 목요일 10:30~01:00 | 화요일 10:30~01:00 | 월요일 10:30~01:00 | 일요일 10:30~01:00,http://instagram.com/cafe_mayb,"커피. 와인. 맥주. 디저트. 스낵
서귀포시 이중섭로 34
coffee, wine, craft beers, dessert,
snacks",https://ldb-phinf.pstatic.net/20200813_206/15972503779583mH1n_JPEG/sUd_uJUpV3JqzVt44NGFj8oB.jpg,305649,550744
스태픽스,서울,서울특별시 종로구 필운동 32-33 102호,0507-1341-2055,애견동반,Cake 변동가격(업주문의) | Coffee 변동가격(업주문의) | Tea 변동가격(업주문의),매일 10:00~21:00 매월 마지막주 월요일 휴무 | 주말 휴무 11월13일,http://staffpicks.co.kr,"필운동 카페/베이커리/잡화점, 북유럽빈티지, 반려동물동반, 디자이너스샵, 테라스 카페

outdoor seating, cosy, casual",https://ldb-phinf.pstatic.net/20190702_92/1561999900363HPzAy_JPEG/44JCdXJ3a1r1e7joos15XmSs.jpg,309045,553307
무대륙,서울,서울특별시 마포구 합정동 357-7,,애견동반,,매일 11:00~01:00   BAR      (KITCHEN 11am-11:30pm ),,"전시와 인디밴드공연들이 있고 대표메뉴인 타이후라이드치킨,피쉬앤칩스,오픈샌드위치등을 즐길수있는
합정동 복합문화공간입니다.",https://ldb-phinf.pstatic.net/20150901_66/1441116258954SgVRT_JPEG/31010062_0.jpg,304623,549859
커피냅로스터스 연남동,서울,서울특별시 마포구 연남동 453-32,,애견동반,"아메리카노 5,000",매일 09:00~21:00,http://www.coffeenaproasters.com,,https://ldb-phinf.pstatic.net/20180430_250/1525044878889y8Szq_JPEG/9tWQF1OY_ebRBjE0pnhG5P6Y.jpeg.jpg,304808,552130
